place,abbrev,date,r,lower,upper
Uttarakhand,uk,2020-10-02,0.548337330779056,0.527114343278827,0.569973315866122
Uttarakhand,uk,2020-10-03,0.58989863006344,0.567271019755973,0.612962560975136
Uttarakhand,uk,2020-10-04,0.85590975353089,0.827734332069369,0.88455013669151
Uttarakhand,uk,2020-10-05,0.779226944146304,0.751553411832218,0.807393811589738
Uttarakhand,uk,2020-10-06,0.836825042100834,0.80753924224502,0.866625172136103
Uttarakhand,uk,2020-10-07,0.957195472235508,0.925293286722792,0.989630789966742
Uttarakhand,uk,2020-10-08,0.954160348019559,0.921870755033123,0.986997979862715
Uttarakhand,uk,2020-10-09,0.759547682484527,0.730535731938123,0.789116650292121
Uttarakhand,uk,2020-10-10,0.756949098129755,0.727766616884205,0.786697201644774
Uttarakhand,uk,2020-10-11,0.835000504588016,0.803929425112452,0.866652452442375
Uttarakhand,uk,2020-10-12,0.755480443727402,0.725486606233705,0.786073305067911
Uttarakhand,uk,2020-10-13,0.743597487169378,0.713404815056427,0.774407135508429
Uttarakhand,uk,2020-10-14,0.676497153160687,0.6472284002466,0.706404076713
Uttarakhand,uk,2020-10-15,0.689352594213424,0.659236987508724,0.720131378663457
Uttarakhand,uk,2020-10-16,0.729123238485092,0.697452569092332,0.761487247524897
Uttarakhand,uk,2020-10-17,0.882197256959513,0.846523559564849,0.91859688799787
Uttarakhand,uk,2020-10-18,0.951434370487382,0.913621642194945,0.99000307753771
Uttarakhand,uk,2020-10-19,0.939259055778645,0.901187795656901,0.978106914811482
Uttarakhand,uk,2020-10-20,0.878886357877794,0.841773005102984,0.91678910032919
Uttarakhand,uk,2020-10-21,0.872376153880357,0.835151541945543,0.910401002972493
Uttarakhand,uk,2020-10-22,0.799056358982507,0.763160913809759,0.835765129608599
Uttarakhand,uk,2020-10-23,0.776277913528101,0.740560802651567,0.812824380395591
Uttarakhand,uk,2020-10-24,0.806888401059095,0.769998590026817,0.844629232269923
Uttarakhand,uk,2020-10-25,0.821851187960961,0.784068794782129,0.860510143357603
Uttarakhand,uk,2020-10-26,0.780878123768061,0.743527026616828,0.819131696280788
Uttarakhand,uk,2020-10-27,0.711049175313993,0.674917293005454,0.748109938883538
Uttarakhand,uk,2020-10-28,0.742857327107301,0.705313009892472,0.781361487412771
Uttarakhand,uk,2020-10-29,0.74347541269433,0.705197444338001,0.782750759318148
Uttarakhand,uk,2020-10-30,0.843331773742622,0.80173303722098,0.885967817884885
Uttarakhand,uk,2020-10-31,0.90085035668087,0.857041877659393,0.945735434251553
Uttarakhand,uk,2020-11-01,0.932475046694142,0.887255267623183,0.978802926939031
Uttarakhand,uk,2020-11-02,0.967910824154952,0.92136034952499,1.01559235234601
Uttarakhand,uk,2020-11-03,0.988227119303167,0.940858041016011,1.03674320859058
Uttarakhand,uk,2020-11-04,1.02053351466646,0.972183172234468,1.07004072091594
Uttarakhand,uk,2020-11-05,1.06587944783771,1.01635202744736,1.11656855876925
Uttarakhand,uk,2020-11-06,1.21901915068785,1.16602956867671,1.2731696737029
Uttarakhand,uk,2020-11-07,1.30988489908265,1.2551712696239,1.36574938192967
Uttarakhand,uk,2020-11-08,1.23712092936988,1.1845586351323,1.2908082377923
Uttarakhand,uk,2020-11-09,1.20384187773683,1.1528145494205,1.25595872654834
Uttarakhand,uk,2020-11-10,1.08213636709885,1.03452533043495,1.13080346833596
Uttarakhand,uk,2020-11-11,1.22248997138974,1.17250465070222,1.27350403306429
Uttarakhand,uk,2020-11-12,1.17243899048875,1.12399704029306,1.22188860203197
Uttarakhand,uk,2020-11-13,1.25995710566228,1.21033404727938,1.31056314323235
Uttarakhand,uk,2020-11-14,1.17592414777455,1.12861636863406,1.22418957573757
Uttarakhand,uk,2020-11-15,1.08555182993498,1.04077013116006,1.13126356052059
Uttarakhand,uk,2020-11-16,0.800712486242343,0.762776717996614,0.839555931982481
Uttarakhand,uk,2020-11-17,0.781570345399157,0.744298284866558,0.819740203829569
Uttarakhand,uk,2020-11-18,0.767897156077554,0.730750425018158,0.805951856424433
Uttarakhand,uk,2020-11-19,0.830225128553791,0.791133044167091,0.870246665363216
Uttarakhand,uk,2020-11-20,1.00481908939526,0.96116227791602,1.04943188578681
Uttarakhand,uk,2020-11-21,1.20453359864896,1.15614686513737,1.25389833676768
Uttarakhand,uk,2020-11-22,1.23028627866693,1.18124842963952,1.28030744744944
Uttarakhand,uk,2020-11-23,1.19013954843929,1.14225987949084,1.23898844294481
Uttarakhand,uk,2020-11-24,1.2335688368886,1.18537647918293,1.2827079890092
Uttarakhand,uk,2020-11-25,1.18777305431218,1.14108802652986,1.23538094473463
Uttarakhand,uk,2020-11-26,1.04625317850993,1.00306364218235,1.09034029590661
Uttarakhand,uk,2020-11-27,1.05172051392757,1.00891477834122,1.09540310571856
Uttarakhand,uk,2020-11-28,1.05916824451253,1.01650308799554,1.10269819691069
Uttarakhand,uk,2020-11-29,0.985732689339863,0.944792999379004,1.02752850844462
Uttarakhand,uk,2020-11-30,0.966259662362208,0.925880655638848,1.00748840457905
Uttarakhand,uk,2020-12-01,1.01730708791163,0.975902002018,1.05956033833209
Uttarakhand,uk,2020-12-02,1.01184427073872,0.970535371880761,1.05400200994637
Uttarakhand,uk,2020-12-03,1.04096807800257,0.99908070848891,1.08370355545686
Uttarakhand,uk,2020-12-04,1.14115433611243,1.09732203653878,1.18583300784962
Uttarakhand,uk,2020-12-05,1.23389217938145,1.1884386350894,1.28018678474952
Uttarakhand,uk,2020-12-06,1.19315021597461,1.14880850273557,1.2383198163699
Uttarakhand,uk,2020-12-07,1.16299391492925,1.11974151688794,1.20705445974156
Uttarakhand,uk,2020-12-08,1.1932609072101,1.14997774878104,1.23733246621802
Uttarakhand,uk,2020-12-09,1.12333490943574,1.08184293623486,1.16559673957004
Uttarakhand,uk,2020-12-10,1.15670514403546,1.11508462305218,1.19907758653067
Uttarakhand,uk,2020-12-11,1.25024762586682,1.207400222358,1.29383166964275
Uttarakhand,uk,2020-12-12,1.30400178762005,1.26072979027062,1.34799372856742
Uttarakhand,uk,2020-12-13,1.21274700674973,1.17165098944694,1.2545414927544
Uttarakhand,uk,2020-12-14,1.19393598624107,1.1538502555804,1.23469662929438
Uttarakhand,uk,2020-12-15,1.04250760778131,1.00563624533469,1.08003352151179
Uttarakhand,uk,2020-12-16,0.963848006105392,0.928837911341328,0.999496707733256
Uttarakhand,uk,2020-12-17,0.916022545130245,0.882108847307594,0.950566988695051
Uttarakhand,uk,2020-12-18,0.944616537714244,0.910197468171557,0.979665437376971
Uttarakhand,uk,2020-12-19,0.95207247477672,0.917423999003196,0.987354191755013
Uttarakhand,uk,2020-12-20,0.947670635827341,0.912988760094169,0.982989987489907
Uttarakhand,uk,2020-12-21,0.913811034875124,0.879645384428086,0.948618506406037
Uttarakhand,uk,2020-12-22,0.918000090377965,0.883620951900716,0.953026150897194
Uttarakhand,uk,2020-12-23,0.922019400988359,0.887387492173964,0.957304954925907
Uttarakhand,uk,2020-12-24,0.880753245380238,0.846724583554447,0.915442908996187
Uttarakhand,uk,2020-12-25,0.892987966140761,0.858513644605926,0.928131411187387
Uttarakhand,uk,2020-12-26,0.879784271248464,0.845316433804856,0.914931216957217
Uttarakhand,uk,2020-12-27,0.826694574967835,0.793032880932657,0.861046120450387
Uttarakhand,uk,2020-12-28,0.708578866398273,0.67716233061721,0.740697764608808
Uttarakhand,uk,2020-12-29,0.68119179080835,0.650014319243939,0.713089314734052
Uttarakhand,uk,2020-12-30,0.698652534848588,0.666507024050856,0.731544468615821
Uttarakhand,uk,2020-12-31,0.700475075568643,0.667597836316201,0.734131444604881
Uttarakhand,uk,2021-01-01,0.781389798835404,0.743991680740057,0.819692086915286
Uttarakhand,uk,2021-01-02,0.846358145878832,0.806541280120737,0.887120848327517
Uttarakhand,uk,2021-01-03,0.849814673769563,0.809239487660456,0.891368424351266
Uttarakhand,uk,2021-01-04,0.795814446743138,0.756006936115487,0.836628933699862
Uttarakhand,uk,2021-01-05,0.799560118336857,0.758889013476586,0.841277896422148
Uttarakhand,uk,2021-01-06,0.756950798350525,0.716556191641821,0.798437421668282
Uttarakhand,uk,2021-01-07,0.785792649911389,0.743636628249246,0.829094513933128
Uttarakhand,uk,2021-01-08,0.824594792595223,0.780390671951867,0.869999488500427
Uttarakhand,uk,2021-01-09,0.846436372819545,0.800818655596039,0.893299870771789
Uttarakhand,uk,2021-01-10,0.852010207467197,0.805536747351317,0.899768600329045
Uttarakhand,uk,2021-01-11,0.827703467887365,0.781242149829694,0.875487847873192
Uttarakhand,uk,2021-01-12,0.808879647936882,0.762195223166637,0.85693207902617
Uttarakhand,uk,2021-01-13,0.795686427688942,0.748501145560541,0.844293569446502
Uttarakhand,uk,2021-01-14,0.72555507548866,0.679594128127835,0.77299856503182
Uttarakhand,uk,2021-01-15,0.69808982338394,0.651808551162502,0.745935927664624
Uttarakhand,uk,2021-01-16,0.80572066856687,0.754353445527169,0.85875582758561
Uttarakhand,uk,2021-01-17,0.777474881999279,0.725870556682962,0.830826122588387
Uttarakhand,uk,2021-01-18,0.724887529950627,0.674063255882142,0.777532795674414
Uttarakhand,uk,2021-01-19,0.727050070213457,0.674763818252065,0.781259669735098
Uttarakhand,uk,2021-01-20,0.783357819509913,0.727479777939259,0.841274010388373
Uttarakhand,uk,2021-01-21,0.749064188030162,0.693165253561307,0.807099873953759
Uttarakhand,uk,2021-01-22,0.783846114929996,0.725264998099719,0.844669955249774
Uttarakhand,uk,2021-01-23,0.82365328405246,0.762188136357465,0.887467953165012
Uttarakhand,uk,2021-01-24,0.774574972580282,0.71392778602657,0.837659213250148
Uttarakhand,uk,2021-01-25,0.685997524616948,0.627800544731081,0.746737178034536
Uttarakhand,uk,2021-01-26,0.554197718431754,0.500418956931237,0.610681699721095
Uttarakhand,uk,2021-01-27,0.567746533629435,0.51083683573107,0.627618414354669
Uttarakhand,uk,2021-01-28,0.556936302635394,0.497848702441219,0.619289452705107
Uttarakhand,uk,2021-01-29,0.657489572978013,0.590122658632005,0.728445040725353
Uttarakhand,uk,2021-01-30,0.751288938610607,0.676382013232688,0.830072953818899
Uttarakhand,uk,2021-01-31,0.839040325866215,0.757722780331513,0.924442974184033
Uttarakhand,uk,2021-02-01,0.791107058531491,0.710943470560285,0.87549119560415
Uttarakhand,uk,2021-02-02,0.739487752818118,0.660676025661551,0.82267604529923
Uttarakhand,uk,2021-02-03,0.719873489242504,0.640192286871414,0.804160532647239
Uttarakhand,uk,2021-02-04,0.816963399314186,0.729495286317996,0.909312355106004
Uttarakhand,uk,2021-02-05,0.814783418460724,0.725614146855982,0.90904537105884
Uttarakhand,uk,2021-02-06,0.83255528719072,0.740851459501067,0.929532475014423
Uttarakhand,uk,2021-02-07,0.769408617072681,0.679878668915132,0.86439587706078
Uttarakhand,uk,2021-02-08,0.770559875803077,0.679050478556172,0.867769529186116
Uttarakhand,uk,2021-02-09,0.654297521599507,0.568195105821598,0.746385485161669
Uttarakhand,uk,2021-02-10,0.659093379261088,0.569827452765323,0.754759630216198
Uttarakhand,uk,2021-02-11,0.71453411456529,0.617997564432697,0.81797397460581
Uttarakhand,uk,2021-02-12,0.892962658652636,0.781279662826488,1.01199789276413
Uttarakhand,uk,2021-02-13,0.922900391543958,0.807714786007948,1.04565184403435
Uttarakhand,uk,2021-02-14,0.933554982891777,0.817039596192618,1.05772356184091
Uttarakhand,uk,2021-02-15,0.993633359746833,0.872618956135321,1.12239133444201
Uttarakhand,uk,2021-02-16,1.01671787459278,0.894105983108252,1.14709353813578
Uttarakhand,uk,2021-02-17,0.991792963093294,0.871002701013719,1.12031245370033
Uttarakhand,uk,2021-02-18,0.97903641156967,0.859081313639457,1.10671666784344
Uttarakhand,uk,2021-02-19,0.868311602828122,0.755353781994571,0.989025503787223
Uttarakhand,uk,2021-02-21,0.816845574931234,0.706214093346714,0.935409281109789
Uttarakhand,uk,2021-02-22,0.75778367570999,0.649368704109855,0.874445082328501
Uttarakhand,uk,2021-02-23,0.842647336935499,0.725286715365879,0.96867973487621
Uttarakhand,uk,2021-02-24,0.905133364277598,0.781001550016578,1.0382859648389
Uttarakhand,uk,2021-02-25,0.880627151343614,0.757003276596685,1.01346380633101
Uttarakhand,uk,2021-02-26,1.0145735783459,0.880117520186052,1.15844745088259
Uttarakhand,uk,2021-02-27,1.15300907854078,1.00910400480031,1.30636640769817
Uttarakhand,uk,2021-02-28,1.06818862360309,0.931690927441513,1.21388092709321
Uttarakhand,uk,2021-03-01,0.951095748736246,0.823843335128244,1.08735324942926
Uttarakhand,uk,2021-03-02,1.21054533737335,1.06596196662765,1.36418993557937
Uttarakhand,uk,2021-03-03,1.14047694442967,1.00212807385046,1.28764123234375
Uttarakhand,uk,2021-03-04,1.28450393323565,1.13993470932053,1.43757885953005
Uttarakhand,uk,2021-03-05,1.25798224882635,1.11828016003097,1.40578780593961
Uttarakhand,uk,2021-03-06,1.39796457916547,1.25432470257745,1.54927871680087
Uttarakhand,uk,2021-03-07,1.26080760066471,1.12920308256602,1.39956134201544
Uttarakhand,uk,2021-03-08,1.23472346517416,1.10821269855828,1.3679733061005
Uttarakhand,uk,2021-03-09,1.0074750124335,0.895959834351307,1.1254361422308
Uttarakhand,uk,2021-03-10,0.946920831485578,0.839430752831266,1.06079275407926
Uttarakhand,uk,2021-03-11,0.930055258174142,0.822800626388901,1.04378541504291
Uttarakhand,uk,2021-03-12,0.970549828661508,0.85999530942981,1.08769231867097
Uttarakhand,uk,2021-03-13,0.966513122934304,0.855645075338131,1.08403714210903
Uttarakhand,uk,2021-03-14,0.984022004290696,0.871737602232986,1.10300984502098
Uttarakhand,uk,2021-03-15,1.07438755507036,0.956618574870199,1.19889406358198
Uttarakhand,uk,2021-03-16,1.04891971324495,0.93319590249787,1.17130961393173
Uttarakhand,uk,2021-03-17,1.18879599776673,1.06612809617968,1.31804714298991
Uttarakhand,uk,2021-03-18,1.26740628333039,1.14252201237975,1.39867458524723
Uttarakhand,uk,2021-03-19,1.35359993722254,1.22766343298034,1.48559718878063
Uttarakhand,uk,2021-03-20,1.33476939851915,1.21375197440168,1.46145510421174
Uttarakhand,uk,2021-03-21,1.44869250317431,1.32660674352075,1.57607533919038
Uttarakhand,uk,2021-03-22,1.31961681976195,1.20777335136685,1.43634194171104
Uttarakhand,uk,2021-03-23,1.24567334980573,1.14069663676415,1.35520480917355
Uttarakhand,uk,2021-03-24,1.4956259750593,1.38309700402084,1.61249317114993
Uttarakhand,uk,2021-03-25,1.60595904917261,1.49394185544004,1.72196822517319
Uttarakhand,uk,2021-03-26,1.52479332649389,1.42164346546613,1.63150443139148
Uttarakhand,uk,2021-03-27,1.63222692530324,1.53080361716911,1.73685739771889
Uttarakhand,uk,2021-03-28,1.86697866978605,1.76433402963438,1.97248449350119
Uttarakhand,uk,2021-03-29,1.44005393792006,1.35661037370411,1.52595270109872
Uttarakhand,uk,2021-03-30,1.22362415495795,1.15061937565963,1.29884264887183
Uttarakhand,uk,2021-03-31,1.28823768855298,1.21497452903403,1.36361537505579
Uttarakhand,uk,2021-04-01,1.48570496960111,1.40880903079901,1.56461539285283
Uttarakhand,uk,2021-04-02,1.36277291206209,1.292189718629,1.43520655399285
Uttarakhand,uk,2021-04-03,1.55914646968815,1.48642953718879,1.63357550491011
Uttarakhand,uk,2021-04-04,1.76199869935018,1.68824790685199,1.83730405761599
Uttarakhand,uk,2021-04-05,1.71730251276017,1.6492916101983,1.78666826697479
Uttarakhand,uk,2021-04-06,1.67644786197543,1.61371104521365,1.74036432963383
Uttarakhand,uk,2021-04-07,1.88325008735301,1.82081042893848,1.94672767916263
Uttarakhand,uk,2021-04-08,1.77655250679598,1.72040140011013,1.83359272046392
Uttarakhand,uk,2021-04-09,1.60837427811989,1.5588084662223,1.65870501541279
Uttarakhand,uk,2021-04-10,1.67320597400734,1.62555245026928,1.721538340132
Uttarakhand,uk,2021-04-11,1.65397596050351,1.6093700599578,1.69918310709709
Uttarakhand,uk,2021-04-12,1.52410710343114,1.48385756249719,1.56488774937971
Uttarakhand,uk,2021-04-13,1.66133062732874,1.62141092394437,1.70172903986367
Uttarakhand,uk,2021-04-14,1.74897007978393,1.71031757955162,1.78804847713456
Uttarakhand,uk,2021-04-15,1.71691926358838,1.68116354680889,1.75304599834416
Uttarakhand,uk,2021-04-16,1.68135724583598,1.64829018476392,1.7147481484569
Uttarakhand,uk,2021-04-17,1.69255973880817,1.66143716023524,1.72396711089585
Uttarakhand,uk,2021-04-18,1.5814775561538,1.5532635469021,1.60994198622208
Uttarakhand,uk,2021-04-19,1.43548312183308,1.41009145917483,1.4610982214719
Uttarakhand,uk,2021-04-20,1.40125827672073,1.37723788945879,1.42548344696905
Uttarakhand,uk,2021-04-21,1.54012123852358,1.51586577119443,1.56456655729206
Uttarakhand,uk,2021-04-22,1.5120199482441,1.48911058333832,1.53510177316187
Uttarakhand,uk,2021-04-23,1.50838236376735,1.48661645509092,1.53030426558488
Uttarakhand,uk,2021-04-24,1.58834466924578,1.56705538048503,1.60977560860972
Uttarakhand,uk,2021-04-25,1.51649568401154,1.49678672009598,1.53633177531355
Uttarakhand,uk,2021-04-26,1.3844008943755,1.36650746770224,1.40240910004485
Uttarakhand,uk,2021-04-27,1.37598285217126,1.35882488519328,1.39324697826525
Uttarakhand,uk,2021-04-28,1.37200151512519,1.35545940632959,1.38864256496786
Uttarakhand,uk,2021-04-29,1.33434563175803,1.31860240952932,1.35018098637794
Uttarakhand,uk,2021-04-30,1.30800966398642,1.292925620305,1.3231799777906
Uttarakhand,uk,2021-05-01,1.25066496168345,1.23634990940205,1.26506127120689
Uttarakhand,uk,2021-05-02,1.18522202729042,1.17163347317727,1.19888784378358
Uttarakhand,uk,2021-05-03,1.11599878206741,1.10305851735887,1.12901346376078
Uttarakhand,uk,2021-05-04,1.11948486789311,1.10667764644432,1.1323647513787
Uttarakhand,uk,2021-05-05,1.1759587318602,1.16296954237316,1.18901905950992
Uttarakhand,uk,2021-05-06,1.24943441422076,1.23625370171666,1.26268405345333
Uttarakhand,uk,2021-05-07,1.33278194194538,1.31948000232122,1.34614967330195
Uttarakhand,uk,2021-05-08,1.3491691701546,1.33619782906092,1.36220230217815
Uttarakhand,uk,2021-05-09,1.22469830294633,1.21275866065605,1.23669562241262
Uttarakhand,uk,2021-05-10,1.1002143529311,1.08917704995272,1.111306529098
Uttarakhand,uk,2021-05-11,1.03587961995246,1.02529166482375,1.04652121243627
Uttarakhand,uk,2021-05-12,0.975821869821102,0.965579962002482,0.986117062390094
Uttarakhand,uk,2021-05-13,0.944972574821534,0.934869314425638,0.955129385033605
Uttarakhand,uk,2021-05-14,0.953599528492793,0.943386496200702,0.963866786021147
Uttarakhand,uk,2021-05-15,0.968149897580846,0.957798525882534,0.978556135793225
Uttarakhand,uk,2021-05-16,0.886023062105562,0.876083099710587,0.896018320343484
Uttarakhand,uk,2021-05-17,0.783712498701234,0.77427318917527,0.793208207085221
Uttarakhand,uk,2021-05-18,0.745006376647896,0.73560664473438,0.754464957889171
Uttarakhand,uk,2021-05-19,0.744975512787402,0.735315018729145,0.754698180033797
Uttarakhand,uk,2021-05-20,0.718175798404181,0.708425682887981,0.727991629306002
Uttarakhand,uk,2021-05-21,0.74588334206812,0.735652857093177,0.756183494524543
Uttarakhand,uk,2021-05-22,0.756605109193971,0.746013027905191,0.767270821934761
Uttarakhand,uk,2021-05-23,0.724740197346212,0.714111136590394,0.735446690366563
Uttarakhand,uk,2021-05-24,0.66124686892513,0.65081321870182,0.671762340165437
Uttarakhand,uk,2021-05-25,0.666381335903329,0.655543827533022,0.677306463055014
Uttarakhand,uk,2021-05-26,0.684541779067626,0.673156210836049,0.696021503903001
Uttarakhand,uk,2021-05-27,0.691548395933422,0.679717923173349,0.703479521552193
Uttarakhand,uk,2021-05-28,0.67434226928205,0.662283680446823,0.686508139784565
Uttarakhand,uk,2021-05-29,0.69732759991473,0.68465285228532,0.710116982928209
Uttarakhand,uk,2021-05-30,0.644646722279829,0.63206866538097,0.657346979648051
Uttarakhand,uk,2021-05-31,0.564702016406721,0.552513774961358,0.577021381769979
Uttarakhand,uk,2021-06-01,0.52912604434277,0.516796329982664,0.541599090072998
Uttarakhand,uk,2021-06-02,0.506625676218701,0.493943259167093,0.519466615338237
Uttarakhand,uk,2021-06-03,0.460857311845274,0.448114955374566,0.4737758168329
Uttarakhand,uk,2021-06-04,0.481647428040888,0.467860863631745,0.495631390407879
Uttarakhand,uk,2021-06-05,0.476650989401376,0.462145009665812,0.491377998972585
Uttarakhand,uk,2021-06-06,0.462451606689782,0.447362877370261,0.47778709855967
Uttarakhand,uk,2021-06-07,0.429100448440208,0.413733554625665,0.444743626291216
Uttarakhand,uk,2021-06-08,0.476608188611595,0.459414984976839,0.494112816634028
Uttarakhand,uk,2021-06-09,0.464171228624441,0.446223484441296,0.482467884393769
Uttarakhand,uk,2021-06-10,0.470743729809707,0.451654689113192,0.490222331275638
Uttarakhand,uk,2021-06-11,0.489540567482547,0.468969461402796,0.510547029556494
Uttarakhand,uk,2021-06-12,0.562151783435397,0.538893872579409,0.585894158617889
Uttarakhand,uk,2021-06-13,0.537312747038758,0.513514316767693,0.561642663719396
Uttarakhand,uk,2021-06-14,0.521888102226574,0.497357348331909,0.547001055079274
