Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,...18,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
10/05/2020,Gujarat,113493,Tested,8195,105298,0,NA,103035,All Included,NA,NA,NA,NA,NA,98359,https://www.deshgujarat.com/2020/05/10/live-daily-briefing-of-health-department-govt-of-gujarat-by-dr-jayanti-ravi/,NA,NA,7.22%,285.88,285877,14,67936000
11/05/2020,Gujarat,116470,Tested,8541,107929,0,NA,116072,All Included,NA,NA,NA,NA,NA,99813,https://gujcovid19.gujarat.gov.in/,NA,NA,7.33%,293.38,293375,14,67936000
12/05/2020,Gujarat,119536,Tested,8903,110633,0,NA,151147,All Included,NA,NA,NA,NA,NA,101105,https://gujcovid19.gujarat.gov.in/,NA,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1205122020084721437.pdf,7.45%,301.1,301098,13,67936000
13/05/2020,Gujarat,122297,Tested,9268,113029,0,NA,NA,All Included,NA,NA,NA,NA,NA,NA,https://gujcovid19.gujarat.gov.in/,NA,NA,7.58%,308.05,308053,13,67936000
14/05/2020,Gujarat,124708,Tested,9591,115117,0,NA,242866,All Included,NA,NA,NA,NA,NA,NA,https://gujcovid19.gujarat.gov.in/,NA,NA,7.69%,314.13,314126,13,67936000
15/05/2020,Gujarat,127859,Tested,9932,117927,0,NA,267787,All Included,NA,NA,NA,NA,NA,105043,https://www.deshgujarat.com/2020/05/15/live-daily-briefing-of-gujarat-health-department-by-dr-jayanti-ravi-2/,NA,NA,7.77%,322.06,322063,13,67936000
16/05/2020,Gujarat,138407,Tested,10989,127418,0,NA,300633,All Included,NA,NA,NA,NA,NA,106152,https://twitter.com/PIBAhmedabad/status/1261669285484793857,NA,NA,7.94%,348.63,348632,13,67936000
17/05/2020,Gujarat,143600,Tested,11380,132220,0,NA,423882,All Included,NA,NA,NA,NA,NA,107320,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1705172020094025732.pdf,NA,NA,7.92%,361.71,361713,13,67936000
18/05/2020,Gujarat,148824,Tested,11746,137078,0,NA,441627,All Included,NA,NA,NA,NA,NA,108463,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1805182020081908578.pdf,NA,NA,7.89%,374.87,374872,13,67936000
19/05/2020,Gujarat,154674,Tested,12141,142533,0,NA,458872,All Included,NA,NA,NA,NA,NA,109685,https://twitter.com/PIBAhmedabad/status/1262752065912049664,NA,NA,7.85%,389.61,389607,13,67936000
20/05/2020,Gujarat,160772,Tested,12539,148233,0,NA,476084,All Included,NA,NA,NA,NA,NA,110864,https://www.deshgujarat.com/2020/05/20/gujarat-covid19-case-total-12539-new-398-cases-176-discharged-in-24-hours/,NA,NA,7.80%,404.97,404967,13,67936000
21/05/2020,Gujarat,166152,Tested,12910,153242,0,NA,496730,All Included,NA,NA,NA,NA,NA,NA,https://twitter.com/PIBAhmedabad/status/1263476088816177152?s=20,NA,NA,7.77%,418.52,418519,13,67936000
22/05/2020,Gujarat,172562,Tested,13273,159289,0,NA,431143,All Included,NA,NA,NA,NA,NA,113311,https://twitter.com/PIBAhmedabad/status/1263847223785390080/photo/3,NA,NA,7.69%,434.66,434665,13,67936000
23/05/2020,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/04/2020,Haryana,1325,Samples Sent,44,938,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/BULLETIN%20EVENING03042020.pdf,NA,NA,3.32%,3.34,3338,30,28672000
07/04/2020,Haryana,2520,Samples Sent,141,1821,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020Morning.pdf,NA,NA,5.60%,6.35,6348,18,28672000
08/04/2020,Haryana,2650,Samples Sent,153,1885,612,NA,NA,NA,NA,8649,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020%20evening.pdf,NA,NA,5.77%,6.68,6675,17,28672000
09/04/2020,Haryana,2964,Samples Sent,156,2017,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2009042020evening.pdf,NA,NA,5.26%,7.47,7466,19,28672000
10/04/2020,Haryana,3527,Samples Sent,162,2447,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2010042020%20evening.pdf,NA,NA,4.59%,8.88,8884,22,28672000
11/04/2020,Haryana,3663,Samples Sent,165,2472,1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2051,NA,NA,4.50%,9.23,9227,22,28672000
12/04/2020,Haryana,3903,Samples Sent,181,2513,1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin12042020%20evening.pdf,NA,NA,4.64%,9.83,9831,22,28672000
13/04/2020,Haryana,4489,Samples Sent,182,2961,1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%201342020%20Evening.pdf,NA,http://www.nhmharyana.gov.in/page.aspx?id=208,4.05%,11.31,11307,25,28672000
14/04/2020,Haryana,5210,Samples Sent,184,3681,1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nrhmhp.gov.in/,NA,http://www.nhmharyana.gov.in/page.aspx?id=208,3.53%,13.12,13123,28,28672000
15/04/2020,Haryana,7388,Samples Sent,190,5581,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20date%2015042020evening.pdf,NA,NA,2.57%,18.61,18610,39,28672000
16/04/2020,Haryana,8064,Samples Sent,214,6465,1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%2016-04-2020%20Evening.pdf,NA,NA,2.65%,20.31,20312,38,28672000
17/04/2020,Haryana,8884,Samples Sent,223,7148,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin17_04_2020_Evening.pdf,NA,NA,2.51%,22.38,22378,40,28672000
18/04/2020,Haryana,10454,Samples Sent,232,8093,2143,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20-Morning-%2018-04-2020.pdfhttp://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20Evening%2018-04-2020.pdf,NA,NA,2.22%,26.33,26332,45,28672000
19/04/2020,Haryana,12687,Samples Sent,250,10230,2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulletin%2019th%20Aprilevening.pdf,NA,NA,1.97%,31.96,31957,51,28672000
20/04/2020,Haryana,13894,Samples Sent,251,11523,2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2020-04-2020.pdf,NA,NA,1.81%,35,34997,55,28672000
21/04/2020,Haryana,14562,Samples Sent,255,12253,2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2021-04-2020.pdf,NA,NA,1.75%,36.68,36680,57,28672000
22/04/2020,Haryana,15561,Samples Sent,264,13397,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2022-04-2020.pdf,NA,NA,1.70%,39.2,39196,59,28672000
23/04/2020,Haryana,17582,Samples Sent,270,15452,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2023-04-2020.pdf,NA,NA,1.54%,44.29,44287,65,28672000
24/04/2020,Haryana,18845,Samples Sent,275,16642,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2024-04-2020.pdf,NA,NA,1.46%,47.47,47469,69,28672000
25/04/2020,Haryana,20270,Samples Sent,287,17787,2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2025-04-2020.pdf,NA,NA,1.42%,51.06,51058,71,28672000
26/04/2020,Haryana,21467,Samples Sent,296,19241,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2026-04-2020.pdf,NA,NA,1.38%,54.07,54073,73,28672000
27/04/2020,Haryana,22993,Samples Sent,301,20702,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2027-04-2020.pdf,NA,NA,1.31%,57.92,57917,76,28672000
28/04/2020,Haryana,24826,Samples Sent,308,22578,1940,NA,NA,NA,NA,8734,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20%2028-04-2020.pdf,NA,NA,1.24%,62.53,62534,81,28672000
29/04/2020,Haryana,26148,Samples Sent,311,24071,1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2029-04-2020.pdf,NA,NA,1.19%,65.86,65864,84,28672000
30/04/2020,Haryana,28202,Samples Sent,339,25929,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Buletin%20%2030-04-2020.pdf,NA,NA,1.20%,71.04,71038,83,28672000
01/05/2020,Haryana,30191,Samples Sent,357,27784,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2001-05-2020.pdf,NA,NA,1.18%,76.05,76048,85,28672000
02/05/2020,Haryana,31200,Samples Sent,369,28867,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Morning%20Bulletin%2002-05-2020.pdf,NA,NA,1.18%,78.59,78589,85,28672000
03/05/2020,Haryana,35278,Samples Sent,442,32583,2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2003-05-2020.pdf,NA,NA,1.25%,88.86,88861,80,28672000
04/05/2020,Haryana,38183,Samples Sent,517,34501,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%204-05-2020.pdf,NA,NA,1.35%,96.18,96179,74,28672000
05/05/2020,Haryana,40982,Samples Sent,548,36806,3574,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2005-05-2020.pdf,NA,NA,1.34%,103.23,103229,75,28672000
06/05/2020,Haryana,43279,Samples Sent,594,38590,4095,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2006-05-2020.pdf,NA,NA,1.37%,109.02,109015,73,28672000
07/05/2020,Haryana,46495,Samples Sent,625,41861,4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2007-05-2020.pdf,NA,NA,1.34%,117.12,117116,74,28672000
08/05/2020,Haryana,49746,Samples Sent,647,43974,5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2008-05-2020.pdf,NA,NA,1.30%,125.3,125305,77,28672000
09/05/2020,Haryana,53282,Samples Sent,675,48468,4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20of%20COVID%2019%20as%20on%20090520%20Evening.pdf,NA,NA,1.27%,134.21,134212,79,28672000
10/05/2020,Haryana,56983,Samples Sent,703,51046,5234,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2010-05-2020.pdf,NA,NA,1.23%,143.53,143534,81,28672000
11/05/2020,Haryana,59735,Samples Sent,730,53697,5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2011-05-2020.pdf,NA,NA,1.22%,150.47,150466,82,28672000
12/05/2020,Haryana,62377,Samples Sent,780,56440,5157,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2012-05-2020.pdf,NA,NA,1.25%,157.12,157121,80,28672000
13/05/2020,Haryana,65785,Samples Sent,793,59890,5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2013-05-2020.pdf,NA,NA,1.21%,165.71,165705,83,28672000
14/05/2020,Haryana,69191,Samples Sent,818,63791,4582,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2014-05-2020.pdf,NA,https://t.me/indiacovid/4751,1.18%,174.28,174285,85,28672000
15/05/2020,Haryana,72326,Samples Sent,854,66687,4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2015-05-2020.pdf,NA,https://t.me/indiacovid/4802,1.18%,182.18,182181,85,28672000
16/05/2020,Haryana,75097,Samples Sent,887,69660,4550,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20of%20COVID%2019%20as%20on%2016-05-2020.pdf,NA,https://t.me/indiacovid/4869,1.18%,189.16,189161,85,28672000
17/05/2020,Haryana,78029,Samples Sent,910,72494,4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2017-05-2020.pdf,NA,https://t.me/indiacovid/4965,1.17%,196.55,196547,86,28672000
18/05/2020,Haryana,80698,Samples Sent,928,75045,4725,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2018-05-20%20Evening.pdf,NA,NA,1.15%,203.27,203270,87,28672000
19/05/2020,Haryana,82544,Samples Sent,964,77296,4284,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2019.05.20%20evening%201.pdf,NA,https://t.me/indiacovid/5110,1.17%,207.92,207919,86,28672000
20/05/2020,Haryana,83944,Samples Sent,970,78379,4595,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20bulletin%20of%20COVID%2019%20as%20on%2020-05-20Morning.pdf,NA,NA,1.16%,211.45,211446,87,28672000
21/05/2020,Haryana,88138,Samples Sent,1031,82372,4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulleitin%2021-05-2020%20Evening.pdf,NA,NA,1.17%,222.01,222010,85,28672000
22/05/2020,Haryana,91119,Samples Sent,1067,85317,4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20bulletin%2022-05-20%20Evening.pdf,NA,https://t.me/indiacovid/5330,NA,NA,NA,NA,NA
10/04/2020,Himachal Pradesh,900,Tested,30,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1248648731374714880,NA,NA,3.33%,2.27,2267,30,7300000
11/04/2020,Himachal Pradesh,900,Tested,30,870,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.nrhmhp.gov.in/,NA,NA,3.33%,2.27,2267,30,7300000
12/04/2020,Himachal Pradesh,1113,Tested,32,944,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1249299563308974085?s=09,NA,NA,2.88%,2.8,2804,35,7300000
13/04/2020,Himachal Pradesh,1210,Tested,32,1109,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1249664611621703680?s=09,NA,NA,2.64%,3.05,3048,38,7300000
14/04/2020,Himachal Pradesh,1311,Tested,32,1232,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1250095208496132096/photo/1,NA,NA,2.44%,3.3,3302,41,7300000
15/04/2020,Himachal Pradesh,1426,Tested,35,1391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1250447162388824064?s=19,NA,NA,2.45%,3.59,3592,41,7300000
16/04/2020,Himachal Pradesh,1604,Tested,35,1559,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1250826722766761986?s=09,NA,NA,2.18%,4.04,4040,46,7300000
17/04/2020,Himachal Pradesh,1992,Tested,36,1740,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251189060976037890/photo/1,NA,NA,1.81%,5.02,5018,55,7300000
18/04/2020,Himachal Pradesh,2207,Tested,39,2091,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251554269267779584?s=19,NA,NA,1.77%,5.56,5559,57,7300000
19/04/2020,Himachal Pradesh,2553,Tested,39,2337,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251902095738810368?s=19,NA,NA,1.53%,6.43,6431,65,7300000
20/04/2020,Himachal Pradesh,2892,Tested,39,2714,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1252268502104313856/photo/1,NA,NA,1.35%,7.28,7285,74,7300000
21/04/2020,Himachal Pradesh,3341,Tested,39,2933,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1252581823864946690,NA,NA,1.17%,8.42,8416,86,7300000
22/04/2020,Himachal Pradesh,3700,Tested,39,3510,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253011070173798402?s=09,NA,NA,1.05%,9.32,9320,95,7300000
23/04/2020,Himachal Pradesh,4020,Tested,40,3943,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253364412880019456?s=19,NA,NA,1.00%,10.13,10126,101,7300000
24/04/2020,Himachal Pradesh,4328,Tested,40,4160,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253724575323557890,NA,NA,0.92%,10.9,10902,108,7300000
25/04/2020,Himachal Pradesh,4623,Tested,40,4363,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254028713022406657,NA,NA,0.87%,11.64,11645,116,7300000
26/04/2020,Himachal Pradesh,4901,Tested,40,4794,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254445018900836353?s=19,NA,NA,0.82%,12.35,12345,123,7300000
27/04/2020,Himachal Pradesh,5106,Tested,40,5022,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254806333687242755,NA,NA,0.78%,12.86,12861,128,7300000
28/04/2020,Himachal Pradesh,5391,Tested,40,5344,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255171851342544898?s=19,NA,NA,0.74%,13.58,13579,135,7300000
29/04/2020,Himachal Pradesh,5772,Tested,40,5726,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255532748296650752/photo/1,NA,NA,0.69%,14.54,14539,144,7300000
30/04/2020,Himachal Pradesh,6133,Tested,40,6091,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255895001474772999?s=19,NA,NA,0.65%,15.45,15448,153,7300000
01/05/2020,Himachal Pradesh,6472,Tested,40,6432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256255886873378819?s=19,NA,NA,0.62%,16.3,16302,162,7300000
02/05/2020,Himachal Pradesh,6836,Tested,40,6791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256613842806685696?s=09,NA,NA,0.59%,17.22,17219,171,7300000
03/05/2020,Himachal Pradesh,7185,Tested,40,7133,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256973348841631744?s=19,NA,NA,0.56%,18.1,18098,180,7300000
04/05/2020,Himachal Pradesh,7430,Tested,41,7320,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1257350626142564357?s=19,NA,NA,0.55%,18.72,18715,181,7300000
05/05/2020,Himachal Pradesh,7893,Tested,42,7800,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1257705232416595968?s=09,NA,NA,0.53%,19.88,19882,188,7300000
06/05/2020,Himachal Pradesh,8491,Tested,43,8055,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258006647970000901?s=19,NA,NA,0.51%,21.39,21388,197,7300000
07/05/2020,Himachal Pradesh,9005,Tested,46,8833,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258423693891399681?s=19,NA,NA,0.51%,22.68,22683,196,7300000
08/05/2020,Himachal Pradesh,9522,Tested,50,9434,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258803799201906690?s=19,NA,NA,0.53%,23.98,23985,190,7300000
09/05/2020,Himachal Pradesh,10208,Tested,52,10047,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259151303114186753?s=19,NA,NA,0.51%,25.71,25713,196,7300000
10/05/2020,Himachal Pradesh,10791,Tested,55,10343,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259456413870354432?s=19,NA,NA,0.51%,27.18,27181,196,7300000
11/05/2020,Himachal Pradesh,11267,Tested,59,11016,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259878101313560576/photo/1,NA,NA,0.52%,28.38,28380,191,7300000
12/05/2020,Himachal Pradesh,12224,Tested,66,11846,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260248852176781312,NA,NA,0.54%,30.79,30791,185,7300000
13/05/2020,Himachal Pradesh,13190,Tested,67,12867,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260603713082843138?s=19,NA,https://t.me/indiacovid/4704?single,0.51%,33.22,33224,197,7300000
14/05/2020,Himachal Pradesh,14256,Tested,70,13307,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260907929772818432,NA,https://t.me/indiacovid/4737,0.49%,35.91,35909,204,7300000
15/05/2020,Himachal Pradesh,15557,Tested,76,15076,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1261332883920297984?s=19,NA,NA,0.49%,39.19,39186,205,7300000
16/05/2020,Himachal Pradesh,16534,Tested,78,16079,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1261693046623621125?s=19,NA,https://t.me/indiacovid/4900?single,0.47%,41.65,41647,212,7300000
17/05/2020,Himachal Pradesh,17417,Tested,80,17049,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262053736194719744,NA,https://t.me/indiacovid/4991,0.46%,43.87,43872,218,7300000
18/05/2020,Himachal Pradesh,18224,Tested,90,17946,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262417520855781377,NA,NA,0.49%,45.9,45904,202,7300000
19/05/2020,Himachal Pradesh,19645,Tested,92,18994,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262785487250403328,NA,NA,0.47%,49.48,49484,214,7300000
20/05/2020,Himachal Pradesh,21147,Tested,110,20449,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263136879765065729?s=19,NA,https://t.me/indiacovid/5221?single,0.52%,53.27,53267,192,7300000
21/05/2020,Himachal Pradesh,22641,Tested,152,21812,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263501627253837827,NA,NA,NA,NA,NA,NA,NA
22/05/2020,Himachal Pradesh,24246,Tested,168,23307,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263866490706702336?s=19,NA,NA,NA,NA,NA,NA,NA
23/05/2020,Himachal Pradesh,25629,Tested,185,24225,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1264170376042393601?s=19,NA,https://t.me/indiacovid/5383?single,NA,NA,NA,NA,NA
05/04/2020,Jammu and Kashmir,1551,Reports Received,106,1429,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1246764514135040000,NA,NA,6.83%,3.91,3907,15,13203000
10/04/2020,Jammu and Kashmir,2961,Reports Received,207,2754,NA,NA,415,Hospital,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1248598584380887042/photo/1,NA,NA,6.99%,7.46,7458,14,13203000
11/04/2020,Jammu and Kashmir,3206,Reports Received,224,2982,NA,NA,422,Hospital,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1248973710284820486?s=19,NA,NA,6.99%,8.08,8076,14,13203000
12/04/2020,Jammu and Kashmir,3600,Reports Received,245,3355,NA,NA,433,Hospital,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1249325016266637313,NA,https://twitter.com/diprjk,6.81%,9.07,9068,15,13203000
