Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,...12,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,...21,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
15/04/2020,Himachal Pradesh,1426,Tested,35,1391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1250447162388824064?s=19,NA,NA,2.45%,0.2,195,41,7300000
16/04/2020,Himachal Pradesh,1604,Tested,35,1559,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1250826722766761986?s=09,NA,NA,2.18%,0.22,220,46,7300000
17/04/2020,Himachal Pradesh,1992,Tested,36,1740,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251189060976037890/photo/1,NA,NA,1.81%,0.27,273,55,7300000
18/04/2020,Himachal Pradesh,2207,Tested,39,2091,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251554269267779584?s=19,NA,NA,1.77%,0.3,302,57,7300000
19/04/2020,Himachal Pradesh,2553,Tested,39,2337,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1251902095738810368?s=19,NA,NA,1.53%,0.35,350,65,7300000
20/04/2020,Himachal Pradesh,2892,Tested,39,2714,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1252268502104313856/photo/1,NA,NA,1.35%,0.4,396,74,7300000
21/04/2020,Himachal Pradesh,3341,Tested,39,2933,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1252581823864946690,NA,NA,1.17%,0.46,458,86,7300000
22/04/2020,Himachal Pradesh,3700,Tested,39,3510,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253011070173798402?s=09,NA,NA,1.05%,0.51,507,95,7300000
23/04/2020,Himachal Pradesh,4020,Tested,40,3943,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253364412880019456?s=19,NA,NA,1.00%,0.55,551,101,7300000
24/04/2020,Himachal Pradesh,4328,Tested,40,4160,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1253724575323557890,NA,NA,0.92%,0.59,593,108,7300000
25/04/2020,Himachal Pradesh,4623,Tested,40,4363,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254028713022406657,NA,NA,0.87%,0.63,633,116,7300000
26/04/2020,Himachal Pradesh,4901,Tested,40,4794,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254445018900836353?s=19,NA,NA,0.82%,0.67,671,123,7300000
27/04/2020,Himachal Pradesh,5106,Tested,40,5022,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1254806333687242755,NA,NA,0.78%,0.7,699,128,7300000
28/04/2020,Himachal Pradesh,5391,Tested,40,5344,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255171851342544898?s=19,NA,NA,0.74%,0.74,738,135,7300000
29/04/2020,Himachal Pradesh,5772,Tested,40,5726,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255532748296650752/photo/1,NA,NA,0.69%,0.79,791,144,7300000
30/04/2020,Himachal Pradesh,6133,Tested,40,6091,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1255895001474772999?s=19,NA,NA,0.65%,0.84,840,153,7300000
01/05/2020,Himachal Pradesh,6472,Tested,40,6432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256255886873378819?s=19,NA,NA,0.62%,0.89,887,162,7300000
02/05/2020,Himachal Pradesh,6836,Tested,40,6791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256613842806685696?s=09,NA,NA,0.59%,0.94,936,171,7300000
03/05/2020,Himachal Pradesh,7185,Tested,40,7133,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1256973348841631744?s=19,NA,NA,0.56%,0.98,984,180,7300000
04/05/2020,Himachal Pradesh,7430,Tested,41,7320,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1257350626142564357?s=19,NA,NA,0.55%,1.02,1018,181,7300000
05/05/2020,Himachal Pradesh,7893,Tested,42,7800,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1257705232416595968?s=09,NA,NA,0.53%,1.08,1081,188,7300000
06/05/2020,Himachal Pradesh,8491,Tested,43,8055,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258006647970000901?s=19,NA,NA,0.51%,1.16,1163,197,7300000
07/05/2020,Himachal Pradesh,9005,Tested,46,8833,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258423693891399681?s=19,NA,NA,0.51%,1.23,1234,196,7300000
08/05/2020,Himachal Pradesh,9522,Tested,50,9434,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1258803799201906690?s=19,NA,NA,0.53%,1.3,1304,190,7300000
09/05/2020,Himachal Pradesh,10208,Tested,52,10047,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259151303114186753?s=19,NA,NA,0.51%,1.4,1398,196,7300000
10/05/2020,Himachal Pradesh,10791,Tested,55,10343,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259456413870354432?s=19,NA,NA,0.51%,1.48,1478,196,7300000
11/05/2020,Himachal Pradesh,11267,Tested,59,11016,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1259878101313560576/photo/1,NA,NA,0.52%,1.54,1543,191,7300000
12/05/2020,Himachal Pradesh,12224,Tested,66,11846,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260248852176781312,NA,NA,0.54%,1.67,1675,185,7300000
13/05/2020,Himachal Pradesh,13190,Tested,67,12867,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260603713082843138?s=19,NA,https://t.me/indiacovid/4704?single,0.51%,1.81,1807,197,7300000
14/05/2020,Himachal Pradesh,14256,Tested,70,13307,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1260907929772818432,NA,https://t.me/indiacovid/4737,0.49%,1.95,1953,204,7300000
15/05/2020,Himachal Pradesh,15557,Tested,76,15076,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1261332883920297984?s=19,NA,NA,0.49%,2.13,2131,205,7300000
16/05/2020,Himachal Pradesh,16534,Tested,78,16079,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1261693046623621125?s=19,NA,https://t.me/indiacovid/4900?single,0.47%,2.26,2265,212,7300000
17/05/2020,Himachal Pradesh,17417,Tested,80,17049,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262053736194719744,NA,https://t.me/indiacovid/4991,0.46%,2.39,2386,218,7300000
18/05/2020,Himachal Pradesh,18224,Tested,90,17946,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262417520855781377,NA,NA,0.49%,2.5,2496,202,7300000
19/05/2020,Himachal Pradesh,19645,Tested,92,18994,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1262785487250403328,NA,NA,0.47%,2.69,2691,214,7300000
20/05/2020,Himachal Pradesh,21147,Tested,110,20449,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263136879765065729?s=19,NA,https://t.me/indiacovid/5221?single,0.52%,2.9,2897,192,7300000
21/05/2020,Himachal Pradesh,22641,Tested,152,21812,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263501627253837827,NA,NA,0.67%,3.1,3102,149,7300000
22/05/2020,Himachal Pradesh,24246,Tested,168,23307,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1263866490706702336?s=19,NA,NA,0.69%,3.32,3321,144,7300000
23/05/2020,Himachal Pradesh,25905,Tested,185,24625,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1264222704099524609?s=19,NA,https://t.me/indiacovid/5383?single,0.71%,3.55,3549,140,7300000
24/05/2020,Himachal Pradesh,27288,Tested,203,26524,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1264593505403523072?s=19,NA,NA,0.74%,3.74,3738,134,7300000
25/05/2020,Himachal Pradesh,28346,Tested,223,27596,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1264948832149757954?s=19,NA,NA,0.79%,3.88,3883,127,7300000
26/05/2020,Himachal Pradesh,29379,Tested,247,28989,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1265313346737319944?s=19,NA,https://t.me/indiacovid/5568?single,0.84%,4.02,4025,119,7300000
27/05/2020,Himachal Pradesh,30852,Tested,273,30019,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1265682860469559297?s=19,NA,https://t.me/indiacovid/5688?single,0.88%,4.23,4226,113,7300000
28/05/2020,Himachal Pradesh,32449,Tested,281,31655,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1266039405254508544?s=20,NA,NA,0.87%,4.45,4445,115,7300000
29/05/2020,Himachal Pradesh,33979,Tested,295,33486,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1266400366532460544?s=09,NA,https://t.me/indiacovid/5821?single,0.87%,4.65,4655,115,7300000
30/05/2020,Himachal Pradesh,35668,Tested,313,34933,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1266768249133379585?s=19,NA,NA,0.88%,4.89,4886,114,7300000
31/05/2020,Himachal Pradesh,37168,Tested,331,36618,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1267124035076399104,NA,NA,0.89%,5.09,5092,112,7300000
01/06/2020,Himachal Pradesh,37897,Tested,340,37233,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1267488143298748418?s=19,NA,https://t.me/indiacovid/6097?single,NA,NA,NA,NA,NA
02/06/2020,Himachal Pradesh,39620,Tested,345,38993,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1267846904345497601,NA,NA,NA,NA,NA,NA,NA
03/06/2020,Himachal Pradesh,41351,Tested,359,40621,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/nhm_hp/status/1268208746729295878?s=19,NA,https://t.me/indiacovid/6216?single,NA,NA,NA,NA,NA
04/06/2020,Himachal Pradesh,42658,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/04/2020,Jammu and Kashmir,1551,Reports Received,106,1429,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1246764514135040000,NA,NA,6.83%,0.12,117,15,13203000
10/04/2020,Jammu and Kashmir,2961,Reports Received,207,2754,NA,NA,415,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1248598584380887042/photo/1,NA,NA,6.99%,0.22,224,14,13203000
11/04/2020,Jammu and Kashmir,3206,Reports Received,224,2982,NA,NA,422,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1248973710284820486?s=19,NA,NA,6.99%,0.24,243,14,13203000
12/04/2020,Jammu and Kashmir,3600,Reports Received,245,3355,NA,NA,433,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1249325016266637313,NA,https://twitter.com/diprjk,6.81%,0.27,273,15,13203000
13/04/2020,Jammu and Kashmir,4065,Reports Received,270,3795,NA,NA,354,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1249691818737844224,NA,NA,6.64%,0.31,308,15,13203000
14/04/2020,Jammu and Kashmir,4619,Reports Received,278,4341,NA,NA,365,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1250065146074071041/photo/2,NA,NA,6.02%,0.35,350,17,13203000
15/04/2020,Jammu and Kashmir,5171,Reports Received,300,4871,NA,NA,270,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1250429960319152128?s=19,NA,NA,5.80%,0.39,392,17,13203000
16/04/2020,Jammu and Kashmir,5680,Reports Received,314,5366,NA,NA,265,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/diprjk/status/1250767946072199168/photo/2,NA,NA,5.53%,0.43,430,18,13203000
17/04/2020,Jammu and Kashmir,6438,Reports Received,328,6110,NA,NA,260,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/diprjk/status/1251154157924282371/photo/2,NA,NA,5.09%,0.49,488,20,13203000
18/04/2020,Jammu and Kashmir,6937,Reports Received,341,6596,NA,NA,252,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1251512200130228233,NA,NA,4.92%,0.53,525,20,13203000
19/04/2020,Jammu and Kashmir,7895,Reports Received,350,7545,NA,NA,264,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1251889101550174209?s=19,NA,NA,4.43%,0.6,598,23,13203000
20/04/2020,Jammu and Kashmir,8612,Reports Received,368,8244,NA,NA,229,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1252217115072839682/photo/2,NA,NA,4.27%,0.65,652,23,13203000
21/04/2020,Jammu and Kashmir,9220,Reports Received,380,8840,NA,NA,248,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1252595792776294400,NA,NA,4.12%,0.7,698,24,13203000
22/04/2020,Jammu and Kashmir,10039,Reports Received,407,9632,NA,NA,252,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1252948284328431618/photo/2,NA,NA,4.05%,0.76,760,25,13203000
23/04/2020,Jammu and Kashmir,10977,Reports Received,427,10550,NA,NA,279,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1253301875320909824/photo/2,NA,NA,3.89%,0.83,831,26,13203000
24/04/2020,Jammu and Kashmir,11764,Reports Received,454,11310,NA,NA,260,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1253683232073080832,NA,NA,3.86%,0.89,891,26,13203000
25/04/2020,Jammu and Kashmir,12835,Reports Received,494,12341,NA,NA,263,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1254041627196297217,NA,NA,3.85%,0.97,972,26,13203000
26/04/2020,Jammu and Kashmir,13959,Reports Received,523,13436,NA,NA,258,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1254371474212884485/photo/2,NA,NA,3.75%,1.06,1057,27,13203000
27/04/2020,Jammu and Kashmir,14988,Reports Received,546,14442,NA,NA,259,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1254769375883620353,NA,NA,3.64%,1.14,1135,27,13203000
28/04/2020,Jammu and Kashmir,16619,Reports Received,565,16054,NA,NA,255,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1255107665719472133?s=19,NA,NA,3.40%,1.26,1259,29,13203000
29/04/2020,Jammu and Kashmir,18450,Reports Received,581,17869,NA,NA,244,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1255484146765479937?s=19,NA,NA,3.15%,1.4,1397,32,13203000
30/04/2020,Jammu and Kashmir,19746,Reports Received,614,19132,NA,NA,193,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1255851072364507139,NA,NA,3.11%,1.5,1496,32,13203000
01/05/2020,Jammu and Kashmir,21695,Reports Received,639,21056,NA,NA,185,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1256194278877016065/photo/2,NA,NA,2.95%,1.64,1643,34,13203000
02/05/2020,Jammu and Kashmir,23406,Reports Received,666,22794,NA,NA,188,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1256554999880077315/photo/2,NA,NA,2.85%,1.77,1773,35,13203000
03/05/2020,Jammu and Kashmir,26038,Reports Received,701,25337,NA,NA,183,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1256923632846209027?s=19,NA,NA,2.69%,1.97,1972,37,13203000
04/05/2020,Jammu and Kashmir,28199,Reports Received,726,27473,NA,NA,182,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1257302642537033732,NA,NA,2.57%,2.14,2136,39,13203000
05/05/2020,Jammu and Kashmir,31312,Reports Received,741,30571,NA,NA,213,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1257662279602053120?s=19,NA,NA,2.37%,2.37,2372,42,13203000
06/05/2020,Jammu and Kashmir,34277,Reports Received,775,33502,NA,NA,190,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1258032912064286730,NA,NA,2.26%,2.6,2596,44,13203000
07/05/2020,Jammu and Kashmir,37706,Reports Received,793,36913,NA,NA,186,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1258386298240286721,NA,NA,2.10%,2.86,2856,48,13203000
08/05/2020,Jammu and Kashmir,42427,Reports Received,823,41604,NA,NA,186,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1258734793769934849?s=19,NA,NA,1.94%,3.21,3213,52,13203000
09/05/2020,Jammu and Kashmir,44753,Reports Received,836,43917,NA,NA,137,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1259089888302952448,NA,NA,1.87%,3.39,3390,54,13203000
10/05/2020,Jammu and Kashmir,47080,Reports Received,861,46291,NA,NA,177,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1259477829839777792?s=19,NA,NA,1.83%,3.57,3566,55,13203000
11/05/2020,Jammu and Kashmir,51334,Reports Received,879,50455,NA,NA,190,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1259833146410852352/photo/2,NA,NA,1.71%,3.89,3888,58,13203000
12/05/2020,Jammu and Kashmir,53726,Reports Received,934,52792,NA,NA,153,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1260200858555494400,NA,NA,1.74%,4.07,4069,58,13203000
13/05/2020,Jammu and Kashmir,57111,Reports Received,971,56140,NA,NA,149,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1260573425577406466/photo/2,NA,NA,1.70%,4.33,4326,59,13203000
14/05/2020,Jammu and Kashmir,63515,Reports Received,983,62532,NA,NA,152,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1260927181892382727,NA,https://t.me/indiacovid/4748,1.55%,4.81,4811,65,13203000
15/05/2020,Jammu and Kashmir,70306,Reports Received,1013,69293,NA,NA,142,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1261283826539606020?s=19,NA,https://t.me/indiacovid/4799?single,1.44%,5.33,5325,69,13203000
16/05/2020,Jammu and Kashmir,76191,Reports Received,1121,75070,NA,NA,107,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1261661409139724293?s=19,NA,https://t.me/indiacovid/4870?single,1.47%,5.77,5771,68,13203000
17/05/2020,Jammu and Kashmir,80934,Reports Received,1183,79751,NA,NA,105,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1262030418041339905?s=19,NA,NA,1.46%,6.13,6130,68,13203000
18/05/2020,Jammu and Kashmir,88601,Reports Received,1289,87312,NA,NA,89,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1262368651866497024,NA,NA,1.45%,6.71,6711,69,13203000
19/05/2020,Jammu and Kashmir,96826,Reports Received,1317,95509,NA,NA,87,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1262747170844729344,NA,https://t.me/indiacovid/5120,1.36%,7.33,7334,74,13203000
20/05/2020,Jammu and Kashmir,101950,Reports Received,1390,100560,NA,NA,86,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1263120357734649862?s=19,NA,https://t.me/indiacovid/5214?single,1.36%,7.72,7722,73,13203000
21/05/2020,Jammu and Kashmir,107108,Reports Received,1449,105659,NA,NA,57,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1263477752218476544,NA,NA,1.35%,8.11,8112,74,13203000
22/05/2020,Jammu and Kashmir,114859,Reports Received,1489,113370,NA,NA,73,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1263837548280860672,NA,https://t.me/indiacovid/5327?single,1.30%,8.7,8699,77,13203000
23/05/2020,Jammu and Kashmir,124074,Reports Received,1569,122505,NA,NA,74,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1264204723781058561,NA,NA,1.26%,9.4,9397,79,13203000
24/05/2020,Jammu and Kashmir,130433,Reports Received,1621,128812,NA,NA,71,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1264562788976001024/photo/2,NA,NA,1.24%,9.88,9879,80,13203000
25/05/2020,Jammu and Kashmir,134188,Reports Received,1668,132520,NA,NA,60,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1264935116444504064,NA,NA,1.24%,10.16,10163,80,13203000
26/05/2020,Jammu and Kashmir,140962,Reports Received,1759,139203,NA,NA,62,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1265289663461408768?s=19,NA,NA,1.25%,10.68,10677,80,13203000
27/05/2020,Jammu and Kashmir,145162,Reports Received,1921,143241,NA,NA,57,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1265659488947838976?s=19,NA,NA,1.32%,10.99,10995,76,13203000
28/05/2020,Jammu and Kashmir,153522,Reports Received,2036,151486,NA,NA,55,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1266017345962737664?s=19,NA,NA,1.33%,11.63,11628,75,13203000
29/05/2020,Jammu and Kashmir,158729,Reports Received,2164,156565,NA,NA,54,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1266383145676550144?s=19,NA,NA,1.36%,12.02,12022,73,13203000
30/05/2020,Jammu and Kashmir,164581,Reports Received,2341,162240,NA,NA,56,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1266738335583698945?s=19,NA,NA,NA,NA,NA,NA,NA
31/05/2020,Jammu and Kashmir,171045,Reports Received,2446,168599,NA,NA,45,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1267096426082951173,NA,https://t.me/indiacovid/6005?single,NA,NA,NA,NA,NA
01/06/2020,Jammu and Kashmir,176309,Reports Received,2601,173708,NA,NA,38,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1267450626524409857/photo/2,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Jammu and Kashmir,183067,Reports Received,2718,180349,NA,NA,43,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1267816496635342857,NA,NA,NA,NA,NA,NA,NA
03/06/2020,Jammu and Kashmir,189364,Reports Received,2857,186507,NA,NA,45,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/diprjk/status/1268175764265922564?s=19,NA,https://t.me/indiacovid/6228?single,NA,NA,NA,NA,NA
10/04/2020,Jharkhand,1340,Tested,14,1326,NA,NA,15714,Centre,NA,NA,2891,239,NA,NA,NA,NA,NA,https://twitter.com/BannaGupta76/status/1248679134676443136,NA,NA,1.04%,0.04,36,96,37403000
11/04/2020,Jharkhand,1546,Tested,17,1529,366,NA,15534,Centre,NA,NA,2891,239,NA,NA,NA,NA,NA,https://twitter.com/BannaGupta76/status/1249017689827205121?s=20,NA,NA,1.10%,0.04,41,91,37403000
12/04/2020,Jharkhand,1683,Tested,17,1666,434,NA,NA,NA,NA,NA,2891,239,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1249357914571038724,NA,NA,1.01%,0.04,45,99,37403000
13/04/2020,Jharkhand,1982,Tested,19,1963,541,NA,14907,Centre,NA,NA,2891,239,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1249748332857053186?s=20,NA,NA,0.96%,0.05,53,104,37403000
14/04/2020,Jharkhand,2334,Tested,27,2307,451,NA,12633,Centre,NA,NA,2891,239,NA,NA,NA,NA,NA,https://mobile.twitter.com/FobGumla/status/1250155260691144704/photo/1,NA,NA,1.16%,0.06,62,86,37403000
