Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
09/07/2020,Haryana,NA,NA,NA,342404,Samples Sent,19369,317159,5876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112482,48749,All Included,63733,NA,NA,51,20,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,12930,6437,2,NA,211,76,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2009-07-20%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
10/07/2020,Haryana,NA,NA,NA,352343,Samples Sent,19934,326679,5730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113966,49356,All Included,64610,NA,NA,57,16,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,13290,6642,2,NA,213,77,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2010-07-20%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
11/07/2020,Haryana,NA,NA,NA,363428,Samples Sent,20582,336790,6056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115303,49905,All Included,65398,NA,NA,62,17,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,13719,6861,2,NA,218,79,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2011-07-20%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
12/07/2020,Haryana,NA,NA,NA,372621,Samples Sent,21240,345903,5478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115970,49907,All Included,66063,NA,NA,60,11,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,14139,7099,2,NA,221,80,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2012-07-20%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
13/07/2020,Haryana,NA,NA,NA,381420,Samples Sent,21929,353885,5606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117338,50556,All Included,66782,NA,NA,70,11,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,14572,7355,2,NA,227,81,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2013-07-20%20Evening.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
14/07/2020,Haryana,NA,NA,NA,388760,Samples Sent,22628,360991,5141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118047,50992,All Included,67055,NA,NA,72,9,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,15018,7608,2,NA,229,83,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2014-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
15/07/2020,Haryana,NA,NA,NA,400155,Samples Sent,23306,371350,5499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118725,51093,All Included,67632,NA,NA,64,11,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,15481,7823,2,NA,234,85,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2015-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
16/07/2020,Haryana,NA,NA,NA,409852,Samples Sent,24002,380138,5712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119421,51270,All Included,68151,NA,NA,64,20,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,15951,8049,2,NA,236,86,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2016-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
17/07/2020,Haryana,NA,NA,NA,424692,Samples Sent,24797,393627,6268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120216,51532,All Included,68684,NA,NA,59,17,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,16455,8340,2,NA,239,88,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2017-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
18/07/2020,Haryana,NA,NA,NA,436535,Samples Sent,25547,404852,6136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121011,51727,All Included,69284,NA,NA,61,13,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,16941,8604,2,NA,251,93,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2018-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
19/07/2020,Haryana,NA,NA,NA,447345,Samples Sent,26164,414438,6743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121628,51899,All Included,69729,NA,NA,64,42,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,17301,8861,2,NA,256,93,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2019-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
20/07/2020,Haryana,NA,NA,NA,457310,Samples Sent,26858,424137,6315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122322,52160,All Included,70162,NA,NA,133,32,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,17774,9082,2,NA,260,95,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2020-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
21/07/2020,Haryana,NA,NA,NA,467740,Samples Sent,27462,434300,5978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122926,52038,All Included,70888,NA,NA,155,38,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,18162,9298,2,NA,265,99,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2021-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
22/07/2020,Haryana,NA,NA,NA,477412,Samples Sent,28186,443585,5641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123650,52017,All Included,71633,NA,NA,155,35,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,18642,9542,2,NA,267,105,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2022-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
23/07/2020,Haryana,NA,NA,NA,490414,Samples Sent,28975,455864,5575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124439,52254,All Included,72185,NA,NA,123,26,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,19108,9865,2,NA,271,107,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2023-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
24/07/2020,Haryana,NA,NA,NA,505220,Samples Sent,29755,469631,5834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125219,52330,All Included,72889,NA,NA,139,35,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,19694,10058,3,NA,273,109,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2024-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
25/07/2020,Haryana,NA,NA,NA,536323,Samples Sent,30538,500579,5206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126002,52412,All Included,73590,NA,NA,140,97,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,20242,10293,3,NA,279,110,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2025-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
26/07/2020,Haryana,NA,NA,NA,549463,Samples Sent,31332,512734,5397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126796,52476,All Included,74320,NA,NA,94,22,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,20760,10569,3,NA,281,111,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2026-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
27/07/2020,Haryana,NA,NA,NA,559326,Samples Sent,32127,521416,5783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127591,52609,All Included,74982,NA,NA,132,24,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,21290,10834,3,NA,285,112,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2027-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
28/07/2020,Haryana,NA,NA,NA,570219,Samples Sent,32876,531644,5699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128340,52646,All Included,75694,NA,NA,129,15,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,21785,11088,3,NA,292,114,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2028-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
29/07/2020,Haryana,NA,NA,NA,582639,Samples Sent,33631,543201,5807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129095,52739,All Included,76356,NA,NA,129,18,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,22275,11353,3,NA,296,117,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2029-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
30/07/2020,Haryana,NA,NA,NA,600893,Samples Sent,34254,560863,5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129718,52442,All Included,77276,NA,NA,117,14,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,22686,11565,3,NA,299,118,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2030-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
31/07/2020,Haryana,NA,NA,NA,612591,Samples Sent,34965,571751,5875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130429,52266,All Included,78163,NA,NA,116,17,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,23197,11765,3,NA,302,119,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2031-07-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
01/08/2020,Haryana,NA,NA,NA,628806,Samples Sent,35758,587418,5630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131222,52206,All Included,79016,NA,NA,111,16,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,23740,12015,3,NA,306,122,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2001-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
02/08/2020,Haryana,NA,NA,NA,646286,Samples Sent,36519,604056,5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136135,56146,All Included,79989,NA,NA,104,20,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,24225,12291,3,NA,309,124,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2002-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
03/08/2020,Haryana,NA,NA,NA,657949,Samples Sent,37173,615375,5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139789,59525,All Included,80264,NA,NA,110,20,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,24679,12491,3,NA,313,127,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2003-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
04/08/2020,Haryana,NA,NA,NA,671064,Samples Sent,37796,628013,5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140412,59795,All Included,80617,NA,NA,118,23,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,25087,12706,3,NA,318,130,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2004-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
05/08/2020,Haryana,NA,NA,NA,683500,Samples Sent,38548,639335,5614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141164,60098,All Included,81066,NA,NA,115,25,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,25598,12947,3,NA,323,132,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2005-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
06/08/2020,Haryana,NA,NA,NA,697779,Samples Sent,39303,652600,5879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141919,60028,All Included,81891,NA,NA,113,14,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,26116,13183,4,NA,325,133,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2006-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
07/08/2020,Haryana,NA,NA,NA,713061,Samples Sent,40054,667244,5763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142915,59743,All Included,83172,NA,NA,110,16,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,26617,13426,11,NA,332,135,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2007-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
08/08/2020,Haryana,NA,NA,NA,730036,Samples Sent,40843,683237,5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143704,59614,All Included,84090,NA,NA,103,22,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,27117,13715,11,NA,337,137,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2008-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
09/08/2020,Haryana,NA,NA,NA,744080,Samples Sent,41635,696664,5781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145427,61093,All Included,84334,NA,NA,122,25,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,27626,13998,11,NA,345,138,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2009-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
10/08/2020,Haryana,NA,NA,NA,753945,Samples Sent,42429,705790,5726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146221,61396,All Included,84825,NA,NA,114,22,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,28112,14306,11,NA,350,139,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2010-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
11/08/2020,Haryana,NA,NA,NA,771769,Samples Sent,43227,722780,5762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147019,61570,All Included,85449,NA,NA,113,22,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,28656,14560,11,NA,357,143,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2011-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
12/08/2020,Haryana,NA,NA,NA,786839,Samples Sent,44024,736914,5901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147816,61597,All Included,86219,NA,NA,132,24,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,29181,14832,11,NA,359,144,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2012-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
13/08/2020,Haryana,NA,NA,NA,801784,Samples Sent,44817,751225,5742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148609,61729,All Included,86880,NA,NA,121,25,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,29705,15101,11,NA,366,145,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2013-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
14/08/2020,Haryana,NA,NA,NA,817509,Samples Sent,45614,766184,5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150081,62203,All Included,87878,NA,NA,132,22,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,30220,15383,11,NA,370,148,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2014-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
15/08/2020,Haryana,NA,NA,NA,830477,Samples Sent,46410,778189,5878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150877,62531,All Included,88346,NA,NA,127,19,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,30753,15646,11,NA,378,150,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2015-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
16/08/2020,Haryana,NA,NA,NA,844422,Samples Sent,NA,791184,6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151620,63052,All Included,88568,NA,NA,133,23,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,31218,15924,11,NA,383,155,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2016-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
17/08/2020,Haryana,NA,NA,NA,854757,Samples Sent,48040,801232,5485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152507,63452,All Included,89055,NA,NA,127,23,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,31738,16291,11,NA,392,158,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2017-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
18/08/2020,Haryana,NA,NA,NA,867458,Samples Sent,48936,812490,6032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153971,64335,All Included,89636,NA,NA,136,19,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,32322,16603,11,NA,396,161,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2018-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
19/08/2020,Haryana,NA,NA,NA,889259,Samples Sent,NA,833173,6156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154965,64764,All Included,90201,NA,NA,142,16,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,32973,16946,11,NA,403,164,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2019-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
20/08/2020,Haryana,NA,NA,NA,910877,Samples Sent,NA,853707,6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156797,66088,All Included,90709,NA,NA,164,23,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,33629,17286,11,NA,408,170,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2020-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
21/08/2020,Haryana,NA,NA,NA,926568,Samples Sent,NA,868016,6423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158000,66703,All Included,91297,NA,NA,NA,NA,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,34397,17721,11,NA,413,172,NA,NA,https://twitter.com/ANI/status/1296830057059504132?s=20,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
22/08/2020,Haryana,NA,NA,NA,944764,Samples Sent,53290,885193,6281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161933,69562,All Included,92371,NA,NA,189,28,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,35150,18129,11,NA,422,175,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2022-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
23/08/2020,Haryana,NA,NA,NA,964297,Samples Sent,54386,903523,6388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163029,69746,All Included,93283,NA,NA,203,29,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,35858,18517,11,NA,426,177,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2023-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
24/08/2020,Haryana,NA,NA,NA,983187,Samples Sent,55460,921303,6424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165073,70792,All Included,94281,NA,NA,197,27,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,36581,18868,11,NA,433,180,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2024-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
25/08/2020,Haryana,NA,NA,NA,1001781,Samples Sent,56608,938914,6259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167397,72151,All Included,95246,NA,NA,194,26,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,37332,19265,11,NA,440,183,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2025-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
26/08/2020,Haryana,NA,NA,NA,1025524,Samples Sent,58005,961297,6222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170657,74333,All Included,96324,NA,NA,190,27,NA,NA,2103,1051,NA,34876,NA,NA,NA,NA,NA,NA,NA,NA,38230,19764,11,NA,449,185,NA,NA,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Daily%20Bulletin%20of%20COVID%2019%20as%20on%2026-08-20.pdf,http://www.nhmharyana.gov.in/page.aspx?id=208,NA,NA
