Country	Recovered	Confirmed	Deaths	Date
Denmark	4	1514	13	2020-03-22
Djibouti	0	1	0	2020-03-22
Dominica	0	1	0	2020-03-22
Dominican Republic	0	202	3	2020-03-22
Ecuador	3	789	14	2020-03-22
Egypt	56	327	14	2020-03-22
El Salvador	0	3	0	2020-03-22
Equatorial Guinea	0	6	0	2020-03-22
Eritrea	0	1	0	2020-03-22
Estonia	4	326	0	2020-03-22
Eswatini	0	4	0	2020-03-22
Ethiopia	0	11	0	2020-03-22
Fiji	0	2	0	2020-03-22
Finland	10	626	1	2020-03-22
France	2201	16214	676	2020-03-22
Gabon	0	5	1	2020-03-22
Gambia	0	1	0	2020-03-22
Georgia	1	54	0	2020-03-22
Germany	266	24873	94	2020-03-22
Ghana	0	23	1	2020-03-22
Greece	19	624	15	2020-03-22
Grenada	0	1	0	2020-03-22
Guatemala	0	19	1	2020-03-22
Guinea	0	2	0	2020-03-22
Guyana	0	18	1	2020-03-22
Haiti	0	2	0	2020-03-22
Holy See	0	1	0	2020-03-22
Honduras	0	26	0	2020-03-22
Hungary	16	131	6	2020-03-22
Iceland	5	568	1	2020-03-22
India	24	396	7	2020-03-22
Indonesia	29	514	48	2020-03-22
Iran	7635	21638	1685	2020-03-22
Iraq	57	233	20	2020-03-22
Ireland	5	906	4	2020-03-22
Israel	37	1071	1	2020-03-22
Italy	7024	59138	5476	2020-03-22
Jamaica	2	19	1	2020-03-22
Japan	235	1086	36	2020-03-22
Jordan	1	112	0	2020-03-22
Kazakhstan	0	59	0	2020-03-22
Kenya	0	15	0	2020-03-22
Korea, South	2909	8897	104	2020-03-22
Kuwait	30	188	0	2020-03-22
Kyrgyzstan	0	14	0	2020-03-22
Latvia	1	139	0	2020-03-22
Lebanon	8	248	4	2020-03-22
Liberia	0	3	0	2020-03-22
Liechtenstein	0	37	0	2020-03-22
Lithuania	1	129	1	2020-03-22
Luxembourg	6	798	8	2020-03-22
Madagascar	0	3	0	2020-03-22
Malaysia	139	1306	10	2020-03-22
Maldives	3	13	0	2020-03-22
Malta	2	90	0	2020-03-22
Mauritania	0	2	0	2020-03-22
Mauritius	0	28	2	2020-03-22
Mexico	4	251	2	2020-03-22
Moldova	1	94	1	2020-03-22
Monaco	1	23	0	2020-03-22
Mongolia	0	10	0	2020-03-22
Montenegro	0	21	0	2020-03-22
Morocco	3	115	4	2020-03-22
Mozambique	0	1	0	2020-03-22
Namibia	0	3	0	2020-03-22
Nepal	1	1	0	2020-03-22
Netherlands	3	4217	180	2020-03-22
New Zealand	0	102	0	2020-03-22
Nicaragua	0	2	0	2020-03-22
Niger	0	2	0	2020-03-22
Nigeria	2	30	0	2020-03-22
North Macedonia	1	115	1	2020-03-22
Norway	6	2263	7	2020-03-22
Oman	17	55	0	2020-03-22
Pakistan	13	776	4	2020-03-22
Panama	1	313	3	2020-03-22
Papua New Guinea	0	1	0	2020-03-22
Paraguay	0	22	1	2020-03-22
Peru	1	363	5	2020-03-22
Philippines	15	380	25	2020-03-22
Poland	13	634	7	2020-03-22
Portugal	5	1600	14	2020-03-22
Qatar	33	494	0	2020-03-22
Romania	64	433	3	2020-03-22
Russia	16	367	1	2020-03-22
Rwanda	0	19	0	2020-03-22
Saint Lucia	0	2	0	2020-03-22
Saint Vincent and the Grenadines	0	1	0	2020-03-22
San Marino	4	175	20	2020-03-22
Saudi Arabia	17	511	0	2020-03-22
Senegal	5	67	0	2020-03-22
Serbia	2	222	2	2020-03-22
Seychelles	0	7	0	2020-03-22
Singapore	144	455	2	2020-03-22
Slovakia	7	185	0	2020-03-22
Slovenia	0	414	2	2020-03-22
Somalia	0	1	0	2020-03-22
South Africa	2	274	0	2020-03-22
Spain	2125	28603	1756	2020-03-22
Sri Lanka	3	82	0	2020-03-22
Sudan	0	2	1	2020-03-22
Suriname	0	5	0	2020-03-22
Sweden	16	1931	21	2020-03-22
Switzerland	131	7474	98	2020-03-22
Syria	0	1	0	2020-03-22
Taiwan*	28	169	2	2020-03-22
Tanzania	0	12	0	2020-03-22
Thailand	44	599	1	2020-03-22
Timor-Leste	0	1	0	2020-03-22
Togo	0	16	0	2020-03-22
Trinidad and Tobago	0	50	0	2020-03-22
Tunisia	1	75	3	2020-03-22
Turkey	0	1236	30	2020-03-22
Uganda	0	1	0	2020-03-22
Ukraine	1	73	3	2020-03-22
United Arab Emirates	38	153	2	2020-03-22
United Kingdom	95	5741	282	2020-03-22
Uruguay	0	135	0	2020-03-22
US	0	33746	427	2020-03-22
Uzbekistan	0	43	0	2020-03-22
Venezuela	15	70	0	2020-03-22
Vietnam	17	113	0	2020-03-22
Zambia	0	3	0	2020-03-22
Zimbabwe	0	3	0	2020-03-22
Afghanistan	1	40	1	2020-03-23
Albania	2	104	4	2020-03-23
Algeria	65	230	17	2020-03-23
Andorra	1	133	1	2020-03-23
Angola	0	3	0	2020-03-23
Antigua and Barbuda	0	3	0	2020-03-23
Argentina	27	266	4	2020-03-23
Armenia	2	235	0	2020-03-23
Australia	119	1682	7	2020-03-23
Austria	9	4474	21	2020-03-23
Azerbaijan	10	72	1	2020-03-23
Bahamas	0	4	0	2020-03-23
Bahrain	164	377	2	2020-03-23
Bangladesh	5	33	3	2020-03-23
Barbados	0	17	0	2020-03-23
Belarus	22	81	0	2020-03-23
Belgium	401	3743	88	2020-03-23
Belize	0	1	0	2020-03-23
Benin	0	5	0	2020-03-23
Bhutan	0	2	0	2020-03-23
Bolivia	0	27	0	2020-03-23
Bosnia and Herzegovina	2	132	1	2020-03-23
Brazil	2	1924	34	2020-03-23
Brunei	2	91	0	2020-03-23
Bulgaria	3	201	3	2020-03-23
Burkina Faso	5	99	4	2020-03-23
Cabo Verde	0	3	0	2020-03-23
Cambodia	2	87	0	2020-03-23
Cameroon	2	56	0	2020-03-23
Canada	0	2088	25	2020-03-23
Central African Republic	0	3	0	2020-03-23
Chad	0	1	0	2020-03-23
Chile	11	746	2	2020-03-23
China	72819	81496	3274	2020-03-23
Colombia	3	277	3	2020-03-23
Congo (Brazzaville)	0	4	0	2020-03-23
Congo (Kinshasa)	0	36	1	2020-03-23
Costa Rica	2	158	2	2020-03-23
Cote d'Ivoire	2	25	0	2020-03-23
Croatia	5	315	1	2020-03-23
Cruise Ship	567	712	8	2020-03-23
Cuba	0	40	1	2020-03-23
Cyprus	3	116	1	2020-03-23
Czechia	7	1236	1	2020-03-23
Denmark	24	1572	24	2020-03-23
Djibouti	0	3	0	2020-03-23
Dominica	0	2	0	2020-03-23
Dominican Republic	3	245	3	2020-03-23
Ecuador	3	981	18	2020-03-23
Egypt	68	366	19	2020-03-23
El Salvador	0	3	0	2020-03-23
Equatorial Guinea	0	9	0	2020-03-23
Eritrea	0	1	0	2020-03-23
Estonia	4	352	0	2020-03-23
Eswatini	0	4	0	2020-03-23
Ethiopia	0	11	0	2020-03-23
Fiji	0	3	0	2020-03-23
Finland	10	700	1	2020-03-23
France	2207	20123	862	2020-03-23
Gabon	0	5	1	2020-03-23
Gambia	0	2	1	2020-03-23
Georgia	8	61	0	2020-03-23
Germany	453	29056	123	2020-03-23
Ghana	0	27	2	2020-03-23
Greece	29	695	17	2020-03-23
Grenada	0	1	0	2020-03-23
Guatemala	0	20	1	2020-03-23
Guinea	0	4	0	2020-03-23
Guyana	0	20	1	2020-03-23
Haiti	0	6	0	2020-03-23
Holy See	0	1	0	2020-03-23
Honduras	0	27	0	2020-03-23
Hungary	16	167	7	2020-03-23
Iceland	51	588	1	2020-03-23
India	34	499	10	2020-03-23
Indonesia	30	579	49	2020-03-23
Iran	8376	23049	1812	2020-03-23
Iraq	62	266	23	2020-03-23
Ireland	5	1125	6	2020-03-23
Israel	41	1442	1	2020-03-23
Italy	7432	63927	6077	2020-03-23
Jamaica	2	19	1	2020-03-23
Japan	235	1128	42	2020-03-23
Jordan	1	127	0	2020-03-23
Kazakhstan	0	62	0	2020-03-23
Kenya	0	16	0	2020-03-23
Korea, South	3166	8961	111	2020-03-23
Kuwait	30	189	0	2020-03-23
Kyrgyzstan	0	16	0	2020-03-23
Latvia	1	180	0	2020-03-23
Lebanon	8	267	4	2020-03-23
Liberia	0	3	0	2020-03-23
Liechtenstein	0	51	0	2020-03-23
Lithuania	1	179	1	2020-03-23
Luxembourg	6	875	8	2020-03-23
Madagascar	0	12	0	2020-03-23
Malaysia	159	1518	14	2020-03-23
Maldives	5	13	0	2020-03-23
Malta	2	107	0	2020-03-23
Mauritania	0	2	0	2020-03-23
Mauritius	0	36	2	2020-03-23
Mexico	4	316	3	2020-03-23
Moldova	2	109	1	2020-03-23
Monaco	1	23	0	2020-03-23
Mongolia	0	10	0	2020-03-23
Montenegro	0	27	1	2020-03-23
Morocco	5	143	4	2020-03-23
Mozambique	0	1	0	2020-03-23
Namibia	0	4	0	2020-03-23
Nepal	1	2	0	2020-03-23
Netherlands	3	4764	214	2020-03-23
New Zealand	0	102	0	2020-03-23
Nicaragua	0	2	0	2020-03-23
Niger	0	3	0	2020-03-23
Nigeria	2	40	1	2020-03-23
North Macedonia	1	136	2	2020-03-23
Norway	6	2621	10	2020-03-23
Oman	17	66	0	2020-03-23
Pakistan	13	875	6	2020-03-23
Panama	1	313	3	2020-03-23
Papua New Guinea	0	1	0	2020-03-23
Paraguay	0	22	1	2020-03-23
Peru	1	395	5	2020-03-23
Philippines	18	462	33	2020-03-23
Poland	13	749	8	2020-03-23
Portugal	14	2060	23	2020-03-23
Qatar	33	501	0	2020-03-23
Romania	73	576	7	2020-03-23
Russia	17	438	1	2020-03-23
Rwanda	0	36	0	2020-03-23
Saint Lucia	0	3	0	2020-03-23
Saint Vincent and the Grenadines	0	1	0	2020-03-23
San Marino	4	187	20	2020-03-23
Saudi Arabia	19	562	0	2020-03-23
Senegal	8	79	0	2020-03-23
Serbia	3	249	3	2020-03-23
Seychelles	0	7	0	2020-03-23
Singapore	152	509	2	2020-03-23
Slovakia	7	186	0	2020-03-23
Slovenia	0	442	3	2020-03-23
Somalia	0	1	0	2020-03-23
South Africa	4	402	0	2020-03-23
Spain	3355	35136	2311	2020-03-23
Sri Lanka	2	97	0	2020-03-23
Sudan	0	2	1	2020-03-23
Suriname	0	5	0	2020-03-23
Sweden	16	2046	25	2020-03-23
Switzerland	131	8795	120	2020-03-23
Syria	0	1	0	2020-03-23
Taiwan*	28	195	2	2020-03-23
Tanzania	0	12	0	2020-03-23
Thailand	52	721	1	2020-03-23
Timor-Leste	0	1	0	2020-03-23
Togo	0	18	0	2020-03-23
Trinidad and Tobago	0	51	0	2020-03-23
Tunisia	1	89	3	2020-03-23
Turkey	0	1529	37	2020-03-23
Uganda	0	9	0	2020-03-23
Ukraine	1	73	3	2020-03-23
United Arab Emirates	41	198	2	2020-03-23
United Kingdom	140	6726	336	2020-03-23
Uruguay	0	158	0	2020-03-23
US	0	43667	552	2020-03-23
Uzbekistan	0	46	0	2020-03-23
Venezuela	15	77	0	2020-03-23
Vietnam	17	123	0	2020-03-23
Zambia	0	3	0	2020-03-23
Zimbabwe	0	3	1	2020-03-23
Afghanistan	1	74	1	2020-03-24
Albania	10	123	5	2020-03-24
Algeria	24	264	19	2020-03-24
Andorra	1	164	1	2020-03-24
Angola	0	3	0	2020-03-24
Antigua and Barbuda	0	3	0	2020-03-24
Argentina	52	387	6	2020-03-24
Armenia	14	249	0	2020-03-24
Australia	119	2044	8	2020-03-24
Austria	9	5283	28	2020-03-24
Azerbaijan	10	87	1	2020-03-24
Bahamas	1	5	0	2020-03-24
Bahrain	177	392	3	2020-03-24
Bangladesh	5	39	4	2020-03-24
Barbados	0	18	0	2020-03-24
Belarus	22	81	0	2020-03-24
Belgium	461	4269	122	2020-03-24
Belize	0	1	0	2020-03-24
Benin	0	6	0	2020-03-24
Bhutan	0	2	0	2020-03-24
Bolivia	0	29	0	2020-03-24
Bosnia and Herzegovina	2	166	3	2020-03-24
Brazil	2	2247	46	2020-03-24
Brunei	2	104	0	2020-03-24
Bulgaria	3	218	3	2020-03-24
Burkina Faso	7	114	4	2020-03-24
Cabo Verde	0	3	1	2020-03-24
Cambodia	4	91	0	2020-03-24
Cameroon	2	66	0	2020-03-24
Canada	110	2790	26	2020-03-24
Central African Republic	0	3	0	2020-03-24
Chad	0	3	0	2020-03-24
Chile	17	922	2	2020-03-24
China	73280	81591	3281	2020-03-24
Colombia	6	378	3	2020-03-24
Congo (Brazzaville)	0	4	0	2020-03-24
Congo (Kinshasa)	0	45	2	2020-03-24
Costa Rica	2	177	2	2020-03-24
Cote d'Ivoire	2	73	0	2020-03-24
Croatia	5	382	1	2020-03-24
Cuba	1	48	1	2020-03-24
Cyprus	3	124	3	2020-03-24
Czechia	10	1394	3	2020-03-24
Denmark	36	1718	32	2020-03-24
Djibouti	0	3	0	2020-03-24
Dominica	0	2	0	2020-03-24
Dominican Republic	3	312	6	2020-03-24
Ecuador	3	1082	27	2020-03-24
Egypt	80	402	20	2020-03-24
El Salvador	0	5	0	2020-03-24
Equatorial Guinea	0	9	0	2020-03-24
Eritrea	0	1	0	2020-03-24
Estonia	7	369	0	2020-03-24
Eswatini	0	4	0	2020-03-24
Ethiopia	0	12	0	2020-03-24
Fiji	0	4	0	2020-03-24
Finland	10	792	1	2020-03-24
France	3288	22622	1102	2020-03-24
Gabon	0	6	1	2020-03-24
Gambia	0	3	1	2020-03-24
Georgia	9	70	0	2020-03-24
Germany	3243	32986	157	2020-03-24
Ghana	0	53	2	2020-03-24
Greece	29	743	20	2020-03-24
Grenada	0	1	0	2020-03-24
Guatemala	0	21	1	2020-03-24
Guinea	0	4	0	2020-03-24
Guyana	0	5	1	2020-03-24
Haiti	0	7	0	2020-03-24
Holy See	0	4	0	2020-03-24
Honduras	0	30	0	2020-03-24
Hungary	21	187	9	2020-03-24
Iceland	51	648	2	2020-03-24
India	40	536	10	2020-03-24
Indonesia	30	686	55	2020-03-24
Iran	8913	24811	1934	2020-03-24
Iraq	75	316	27	2020-03-24
Ireland	5	1329	7	2020-03-24
Israel	53	1930	3	2020-03-24
Italy	8326	69176	6820	2020-03-24
Jamaica	2	21	1	2020-03-24
Japan	285	1193	43	2020-03-24
Jordan	1	154	0	2020-03-24
Kazakhstan	0	72	0	2020-03-24
Kenya	0	25	0	2020-03-24
Korea, South	3507	9037	120	2020-03-24
Kuwait	39	191	0	2020-03-24
Kyrgyzstan	0	42	0	2020-03-24
Laos	0	2	0	2020-03-24
Latvia	1	197	0	2020-03-24
Lebanon	8	318	4	2020-03-24
Liberia	0	3	0	2020-03-24
Libya	0	1	0	2020-03-24
Liechtenstein	0	51	0	2020-03-24
Lithuania	1	209	2	2020-03-24
Luxembourg	6	1099	8	2020-03-24
Madagascar	0	17	0	2020-03-24
Malaysia	183	1624	16	2020-03-24
Maldives	5	13	0	2020-03-24
Malta	2	110	0	2020-03-24
Mauritania	0	2	0	2020-03-24
Mauritius	0	42	2	2020-03-24
Mexico	4	367	4	2020-03-24
Moldova	2	125	1	2020-03-24
Monaco	1	23	0	2020-03-24
Mongolia	0	10	0	2020-03-24
Montenegro	0	47	1	2020-03-24
Morocco	6	170	5	2020-03-24
Mozambique	0	3	0	2020-03-24
Namibia	2	7	0	2020-03-24
Nepal	1	2	0	2020-03-24
Netherlands	3	5580	277	2020-03-24
New Zealand	12	155	0	2020-03-24
Nicaragua	0	2	0	2020-03-24
Niger	0	3	0	2020-03-24
Nigeria	2	44	1	2020-03-24
North Macedonia	1	148	2	2020-03-24
Norway	6	2863	12	2020-03-24
Oman	17	84	0	2020-03-24
Pakistan	18	972	7	2020-03-24
Panama	1	345	6	2020-03-24
Papua New Guinea	0	1	0	2020-03-24
Paraguay	0	27	2	2020-03-24
Peru	1	416	7	2020-03-24
Philippines	20	552	35	2020-03-24
Poland	1	901	10	2020-03-24
Portugal	22	2362	33	2020-03-24
Qatar	41	526	0	2020-03-24
Romania	79	794	11	2020-03-24
Russia	22	495	1	2020-03-24
Rwanda	0	40	0	2020-03-24
Saint Lucia	0	3	0	2020-03-24
Saint Vincent and the Grenadines	0	1	0	2020-03-24
San Marino	4	187	21	2020-03-24
Saudi Arabia	28	767	1	2020-03-24
Senegal	8	86	0	2020-03-24
Serbia	15	303	3	2020-03-24
Seychelles	0	7	0	2020-03-24
Singapore	156	558	2	2020-03-24
Slovakia	7	204	0	2020-03-24
Slovenia	3	480	4	2020-03-24
Somalia	0	1	0	2020-03-24
South Africa	4	554	0	2020-03-24
Spain	3794	39885	2808	2020-03-24
Sri Lanka	2	102	0	2020-03-24
Sudan	0	3	1	2020-03-24
Suriname	0	7	0	2020-03-24
Sweden	16	2286	36	2020-03-24
Switzerland	131	9877	122	2020-03-24
Syria	0	1	0	2020-03-24
Taiwan*	29	215	2	2020-03-24
Tanzania	0	12	0	2020-03-24
Thailand	52	827	4	2020-03-24
Timor-Leste	0	1	0	2020-03-24
Togo	1	20	0	2020-03-24
Trinidad and Tobago	0	57	0	2020-03-24
Tunisia	1	114	4	2020-03-24
Turkey	0	1872	44	2020-03-24
Uganda	0	9	0	2020-03-24
Ukraine	1	97	3	2020-03-24
United Arab Emirates	45	248	2	2020-03-24
United Kingdom	140	8164	423	2020-03-24
Uruguay	0	162	0	2020-03-24
US	348	53740	706	2020-03-24
Uzbekistan	0	50	0	2020-03-24
Venezuela	15	84	0	2020-03-24
Vietnam	17	134	0	2020-03-24
Zambia	0	3	0	2020-03-24
Zimbabwe	0	3	1	2020-03-24
