Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Total People In Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquire Calls,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),,,
06/05/2020,Puducherry,3641,Samples Sent,12,3554,75,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.33%,2.42,2421,,,,
07/05/2020,Puducherry,3866,Tested,13,3766,87,3463,None,,,,,,,https://t.me/indiacovid/4190,,0.34%,2.57,2570,,,,
08/05/2020,Puducherry,4111,Tested,15,3866,230,3466,None,,,,63,,3902,https://t.me/indiacovid/4255,https://covid19dashboard.py.gov.in/,0.36%,2.73,2733,,,,
09/05/2020,Puducherry,4266,Tested,16,4028,222,3662,None,,,,63,,3991,https://t.me/indiacovid/4361,https://covid19dashboard.py.gov.in/,0.38%,2.84,2836,,,,
10/05/2020,Puducherry,4364,Samples Sent,17,4273,74,,,,,,,,,https://covid19dashboard.py.gov.in/,,0.39%,2.90,2902,,,,
11/05/2020,Puducherry,4486,Tested,17,4416,53,3802,None,,,,63,,4125,https://t.me/indiacovid/4514,https://covid19dashboard.py.gov.in/,0.38%,2.98,2983,,,,
12/05/2020,Puducherry,,,,,,,,,,,,,,,,,0.00,0,,,,
13/05/2020,Puducherry,4919,Tested,18,4832,69,4140,None,,,,63,,4257,https://t.me/indiacovid/4659?single,https://covid19dashboard.py.gov.in/LabTestReport,0.37%,3.27,3271,,,,
02/04/2020,Punjab,1434,Samples Sent,37,1236,161,,,,,,,,,https://twitter.com/kbssidhu1961/status/1245680244658339841/photo/1,,2.58%,0.05,48,29859000,,,
08/04/2020,Punjab,2937,Samples Sent,106,2614,217,,,,,,,,,https://twitter.com/kbssidhu1961/status/1247878360966901763/photo/1,,3.61%,0.10,98,,,,
09/04/2020,Punjab,3192,Samples Sent,130,2777,285,,,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2009-04-2020.pdf,,4.07%,0.11,107,,,,
10/04/2020,Punjab,3461,Samples Sent,151,2972,338,,,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2010-04-2020.pdf,,4.36%,0.12,116,,,,
11/04/2020,Punjab,3909,Samples Sent,158,3249,502,,,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2011-04-2020.pdf,,4.04%,0.13,131,,,,
12/04/2020,Punjab,4281,Samples Sent,170,3590,521,,,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2012-04-2020.pdf,,3.97%,0.14,143,,,,
13/04/2020,Punjab,4480,Samples Sent,176,3858,446,,,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2013-04-2020.pdf,http://pbhealth.gov.in/,3.93%,0.15,150,,,,
14/04/2020,Punjab,4844,Samples Sent,184,4047,613,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin-%2014.4.2020.pdf,http://pbhealth.gov.in/media-bulletin.htm,3.80%,0.16,162,,,,
15/04/2020,Punjab,5193,Samples Sent,186,4404,603,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%2015.4.2020.pdf,,3.58%,0.17,174,,,,
16/04/2020,Punjab,5524,Samples Sent,197,4727,600,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2016-04-2020.pdf,,3.57%,0.19,185,,,,
17/04/2020,Punjab,5988,Samples Sent,211,5113,664,,,,,,,,,https://t.me/indiacovid/2492?single,,3.52%,0.20,201,,,,
18/04/2020,Punjab,6167,Samples Sent,234,5354,579,,,,,,,,,https://twitter.com/kbssidhu1961/status/1251530620154585088,,3.79%,0.21,207,,,,
19/04/2020,Punjab,6607,Samples Sent,244,5949,414,,,,,,,,,https://twitter.com/kbssidhu1961/status/1251883032836927488?s=19,,3.69%,0.22,221,,,,
20/04/2020,Punjab,6797,Samples Sent,245,6273,279,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-Dated%2020-04-2020.pdf,,3.60%,0.23,228,,,,
21/04/2020,Punjab,7355,Samples Sent,251,6769,335,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%20Dated%2021-04-2020.pdf,,3.41%,0.25,246,,,,
22/04/2020,Punjab,7887,Samples Sent,257,7100,530,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2022-04-2020.pdf,,3.26%,0.26,264,,,,
23/04/2020,Punjab,8757,Samples Sent,283,7433,1041,,,,,,,,,https://twitter.com/kbssidhu1961/status/1253299062620581893?s=19,,3.23%,0.29,293,,,,
24/04/2020,Punjab,10611,Samples Sent,298,8310,2003,,,,,,,,,https://twitter.com/kbssidhu1961/status/1253658553895784448?s=19,,2.81%,0.36,355,,,,
25/04/2020,Punjab,13270,Samples Sent,308,9392,3569,,,,,,,,,https://t.me/indiacovid/3185,,2.32%,0.44,444,,,,
26/04/2020,Punjab,14317,Samples Sent,322,10497,3498,,,,,,,,,https://twitter.com/kbssidhu1961/status/1254446294518513666?s=19,,2.25%,0.48,479,,,,
27/04/2020,Punjab,15516,Samples Sent,330,12333,2853,,,,,,,,,https://twitter.com/kbssidhu1961/status/1254807639122276353/photo/1,,2.13%,0.52,520,,,,
28/04/2020,Punjab,17021,Samples Sent,342,13966,2713,,,,,,,,,https://twitter.com/kbssidhu1961/status/1255161106386968576/photo/1,,2.01%,0.57,570,,,,
29/04/2020,Punjab,18670,Samples Sent,375,15690,2605,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2029-04-2020.pdf,,2.01%,0.63,625,,,,
30/04/2020,Punjab,21205,Samples Sent,480,17286,3439,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2030-04-2020.pdf,,2.26%,0.71,710,,,,
01/05/2020,Punjab,23176,Samples Sent,585,18222,4369,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2001-05-2020.pdf,,2.52%,0.78,776,,,,
02/05/2020,Punjab,24868,Samples Sent,772,19316,4780,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2002-05-2020.pdf,,3.10%,0.83,833,,,,
03/05/2020,Punjab,26439,Samples Sent,1102,20197,5140,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2003-05-2020.pdf,,4.17%,0.89,885,,,,
04/05/2020,Punjab,28545,Samples Sent,1232,21295,6018,,,,,,,,,https://twitter.com/kbssidhu1961/status/1257290375858802688/photo/1,,4.32%,0.96,956,,,,
05/05/2020,Punjab,30199,Samples Sent,1451,23352,5396,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2005-05-2020.pdf,,4.80%,1.01,1011,,,,
06/05/2020,Punjab,32060,Samples Sent,1526,24303,6231,,,,,,,,,https://twitter.com/kbssidhu1961/status/1258026904482770946,,4.76%,1.07,1074,,,,
07/05/2020,Punjab,34701,Samples Sent,1644,28933,4124,,,,,,,,,https://twitter.com/ANI/status/1258382341002588161,,4.74%,1.16,1162,,,,
08/05/2020,Punjab,37950,Samples Sent,1731,31219,5000,,,,,,,,,https://twitter.com/kbssidhu1961/status/1258736487618580481?s=19,,4.56%,1.27,1271,,,,
09/05/2020,Punjab,39462,Samples Sent,1762,33639,4061,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259101618705858560,,4.47%,1.32,1322,,,,
10/05/2020,Punjab,40962,Samples Sent,1823,35293,3845,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259471256258179072,https://t.me/indiacovid/4454,4.45%,1.37,1372,,,,
11/05/2020,Punjab,42306,Samples Sent,1877,37993,2436,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259903458783584256/photo/1,,4.44%,1.42,1417,,,,
12/05/2020,Punjab,43999,Samples Sent,1914,39060,3025,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2012-05-2020.pdf,,4.35%,1.47,1474,,,,
13/05/2020,Punjab,46026,Samples Sent,1924,40637,3465,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2013-05-2020.pdf,,4.18%,1.54,1541,,,,
14/05/2020,Punjab,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Rajasthan,12279,Reports Received,260,11439,580,,,,,,,,,http://www.rajswasthya.nic.in/,,2.12%,0.16,159,77264000,,,
07/04/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,,,2.06%,0.23,228,,,,
08/04/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,http://www.rajswasthya.nic.in/,,2.06%,0.23,228,,,,
09/04/2020,Rajasthan,19107,Reports Received,463,17851,793,,,,,,,,,http://www.rajswasthya.nic.in/,https://twitter.com/TabeenahAnjum/status/1248310723882536960?s=09,2.42%,0.25,247,,,,
10/04/2020,Rajasthan,22349,Reports Received,561,20698,1090,,,,,,,,,https://t.me/c/1428198946/1843,,2.51%,0.29,289,,,,
11/04/2020,Rajasthan,24857,Reports Received,678,22583,1586,,,,,,,,,http://www.rajswasthya.nic.in/,,2.73%,0.32,322,,,,
12/04/2020,Rajasthan,28505,Reports Received,796,25105,2559,,,,,,,,,https://t.me/indiacovid/2093,,2.79%,0.37,369,,,,
13/04/2020,Rajasthan,31804,Reports Received,847,28657,2300,,,,,,,,,https://t.me/indiacovid/2160,,2.66%,0.41,412,,,,
14/04/2020,Rajasthan,34928,Reports Received,1005,29376,4583,,,,,,,,,https://t.me/indiacovid/2309,,2.88%,0.45,452,,,,
15/04/2020,Rajasthan,37860,Reports Received,1076,31902,4882,,,,,,,,,https://t.me/indiacovid/2376,,2.84%,0.49,490,,,,
16/04/2020,Rajasthan,40778,Reports Received,1101,33739,5938,,,,,,,,,https://t.me/indiacovid/2402,,2.70%,0.53,528,,,,
17/04/2020,Rajasthan,42847,Reports Received,1229,36153,5465,,,,,,,,,https://t.me/indiacovid/2516,,2.87%,0.55,555,,,,
18/04/2020,Rajasthan,47197,Reports Received,1282,39092,6823,,,,,,,,,https://t.me/indiacovid/2547,,2.72%,0.61,611,,,,
19/04/2020,Rajasthan,51614,Reports Received,1478,43537,6599,,,,,,,,,https://t.me/indiacovid/2691,,2.86%,0.67,668,,,,
20/04/2020,Rajasthan,57290,Reports Received,1576,47657,8057,,,,,,,,,https://t.me/indiacovid/2801,,2.75%,0.74,741,,,,
21/04/2020,Rajasthan,61492,Reports Received,1735,54100,5657,,,,,,,,,https://t.me/indiacovid/2888,,2.82%,0.80,796,,,,
22/04/2020,Rajasthan,66257,Reports Received,1888,58552,5817,,,,,,,,,https://t.me/indiacovid/2974,,2.85%,0.86,858,,,,
23/04/2020,Rajasthan,69764,Reports Received,1964,63485,4315,,,,,,,,,https://t.me/indiacovid/3041,,2.82%,0.90,903,,,,
24/04/2020,Rajasthan,74484,Reports Received,2034,68133,4317,,,,,,,,,https://t.me/indiacovid/3122,,2.73%,0.96,964,,,,
25/04/2020,Rajasthan,78993,Reports Received,2083,71806,5104,,,,,,,,,https://t.me/indiacovid/3210,,2.64%,1.02,1022,,,,
26/04/2020,Rajasthan,82942,Reports Received,2185,75670,5087,,,,,,,,,https://t.me/indiacovid/3292,,2.63%,1.07,1073,,,,
27/04/2020,Rajasthan,87777,Reports Received,2262,80830,4685,,,,,,,,,https://t.me/indiacovid/3388,,2.58%,1.14,1136,,,,
28/04/2020,Rajasthan,92506,Reports Received,2364,85834,4308,,,,,,,,,https://t.me/indiacovid/3478,,2.56%,1.20,1197,,,,
29/04/2020,Rajasthan,97790,Reports Received,2438,90108,5244,,,,,,,,,https://t.me/indiacovid/3560,,2.49%,1.27,1266,,,,
30/04/2020,Rajasthan,103704,Reports Received,2584,,,,,,,,,,,https://twitter.com/ANI/status/1255888838251163649?s=09,,2.49%,1.34,1342,,,,
01/05/2020,Rajasthan,108543,Reports Received,2666,100277,5600,,,,,,,,,https://t.me/indiacovid/3768,,2.46%,1.40,1405,,,,
02/05/2020,Rajasthan,113934,Reports Received,2720,104705,6509,,,,,,,,,https://t.me/indiacovid/3799,,2.39%,1.47,1475,,,,
03/05/2020,Rajasthan,120240,Reports Received,2886,112345,5009,,,,,,,,,https://twitter.com/ANI/status/1256977323942744065?s=19,,2.40%,1.56,1556,,,,
04/05/2020,Rajasthan,129258,Reports Received,3061,122513,3684,,,,,,,,,https://t.me/indiacovid/4023,,2.37%,1.67,1673,,,,
05/05/2020,Rajasthan,134987,Reports Received,3158,128297,3532,,,,,,,,,https://t.me/indiacovid/4088,,2.34%,1.75,1747,,,,
06/05/2020,Rajasthan,139580,Reports Received,3317,134172,2091,,,,,,,,,https://t.me/indiacovid/4164,,2.38%,1.81,1807,,,,
07/05/2020,Rajasthan,145510,Reports Received,3427,139830,2253,,,,,,,,,https://twitter.com/ANI/status/1258423972963782656?s=19,,2.36%,1.88,1883,,,,
08/05/2020,Rajasthan,152245,Reports Received,3579,146198,2468,,,,,,,,,https://t.me/indiacovid/4305,,2.35%,1.97,1970,,,,
09/05/2020,Rajasthan,159157,Reports Received,3708,152296,3153,,,,,,,,,https://t.me/indiacovid/4404,,2.33%,2.06,2060,,,,
10/05/2020,Rajasthan,166424,Reports Received,3814,158830,3780,,,,,,,,,https://t.me/indiacovid/4481,,2.29%,2.15,2154,,,,
11/05/2020,Rajasthan,176130,Reports Received,3988,168546,3596,,,,,,,,,https://t.me/indiacovid/4565,,2.26%,2.28,2280,,,,
12/05/2020,Rajasthan,185610,Reports Received,4126,,,,,,,,,,,https://t.me/indiacovid/4631,,2.22%,2.40,2402,,,,
13/05/2020,Rajasthan,194683,Reports Received,4328,186125,4230,,,,,,,,,https://t.me/indiacovid/4702,,2.22%,2.52,2520,,,,
04/05/2020,Sikkim,170,Samples Sent,0,169,1,,,,,,,,,https://covid19sikkim.org/,,,,,,,,
05/05/2020,Sikkim,181,Samples Sent,0,171,10,11,,,,,,,,https://covid19sikkim.org/,,,,,,,,
06/05/2020,Sikkim,189,Samples Sent,0,189,0,,,,0,0,,,,https://covid19sikkim.org/,,,,,,,,
07/05/2020,Sikkim,216,Samples Sent,0,207,9,,,,,,,,,https://covid19sikkim.org/,,,,,,,,
08/05/2020,Sikkim,216,Samples Sent,0,214,2,,,,,,,,,https://covid19sikkim.org/,,,,,,,,
09/05/2020,Sikkim,219,Samples Sent,0,219,0,,,,,,,,,https://covid19sikkim.org/,,,,,,,,
10/05/2020,Sikkim,219,Samples Sent,0,219,0,540,Centre,,,,,,,https://covid19sikkim.org/,,,,,,,,
11/05/2020,Sikkim,219,Samples Sent,0,219,0,788,Centre,,,,,,,https://covid19sikkim.org/,,,,,,,,
12/05/2020,Sikkim,348,Samples Sent,0,229,119,944,Centre,,,,,,,https://covid19sikkim.org/,,,,,,,,
03/04/2020,Tamil Nadu,3684,Samples Sent,411,2789,484,284,,,13323,,3044,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,11.16%,0.05,49,75695000,,,
08/04/2020,Tamil Nadu,5305,Samples Sent,690,4414,201,1864,,,22049,,3371,,,https://stopcorona.tn.gov.in/,,13.01%,0.07,70,,,,
09/04/2020,Tamil Nadu,7267,Samples Sent,834,5824,485,2042,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,11.48%,0.10,96,,,,
10/04/2020,Tamil Nadu,8410,Samples Sent,911,6838,661,1987,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,0.11,111,,,,
11/04/2020,Tamil Nadu,9842,Samples Sent,969,7779,1094,1884,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,https://stopcorona.tn.gov.in/,9.85%,0.13,130,,,,
12/04/2020,Tamil Nadu,10655,Samples Sent,1075,,,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,0.14,141,,,,
13/04/2020,Tamil Nadu,12746,Samples Sent,1173,,,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,9.20%,0.17,168,,,,
14/04/2020,Tamil Nadu,19255,Samples Sent,1204,13234,777,1870,,,29074,,3371,,,https://stopcorona.tn.gov.in/,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,6.25%,0.25,254,,,,
15/04/2020,Tamil Nadu,21994,Samples Sent,1242,15210,1383,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,5.65%,0.29,291,,,,
16/04/2020,Tamil Nadu,26005,Samples Sent,1267,18743,1400,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,4.87%,0.34,344,,,,
17/04/2020,Tamil Nadu,29673,Samples Sent,1323,21628,2023,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,4.46%,0.39,392,,,,
18/04/2020,Tamil Nadu,35036,Samples Sent,1372,27192,1433,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,3.92%,0.46,463,,,,
19/04/2020,Tamil Nadu,40876,Samples Sent,1477,31853,2411,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,3.61%,0.54,540,,,,
20/04/2020,Tamil Nadu,46985,Samples Sent,1520,38082,2108,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,3.24%,0.62,621,,,,
21/04/2020,Tamil Nadu,53045,Samples Sent,1596,43582,1990,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,3.01%,0.70,701,,,,
22/04/2020,Tamil Nadu,59023,Samples Sent,1629,49506,1937,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,2.76%,0.78,780,,,,
23/04/2020,Tamil Nadu,65977,Samples Sent,1683,56836,1433,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,2.55%,0.87,872,,,,
24/04/2020,Tamil Nadu,72403,Samples Sent,1755,62596,1483,,,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,2.42%,0.96,957,,,,
25/04/2020,Tamil Nadu,80110,Samples Sent,1821,69390,1754,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,,2.27%,1.06,1058,,,,
26/04/2020,Tamil Nadu,87605,Samples Sent,1885,77133,568,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,,2.15%,1.16,1157,,,,
27/04/2020,Tamil Nadu,94781,Samples Sent,1937,83021,1381,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,,2.04%,1.25,1252,,,,
28/04/2020,Tamil Nadu,101874,Samples Sent,2058,97908,1908,47,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,,2.02%,1.35,1346,,,,
29/04/2020,Tamil Nadu,109961,Samples Sent,2162,105864,1935,48,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,,1.97%,1.45,1453,,,,
30/04/2020,Tamil Nadu,119748,Samples Sent,2323,115761,1664,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,,1.94%,1.58,1582,,,,
01/05/2020,Tamil Nadu,129363,Samples Sent,2526,124852,1985,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,,1.95%,1.71,1709,,,,
02/05/2020,Tamil Nadu,139490,Samples Sent,2757,135698,1035,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,,1.98%,1.84,1843,,,,
03/05/2020,Tamil Nadu,150107,Samples Sent,3023,145520,1564,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,,2.01%,1.98,1983,,,,
04/05/2020,Tamil Nadu,162970,Samples Sent,3550,158558,862,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-04.05.2020-1.pdf,,2.18%,2.15,2153,,,,
05/05/2020,Tamil Nadu,174828,Samples Sent,4058,170174,596,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-05.05.2020.pdf,,2.32%,2.31,2310,,,,
06/05/2020,Tamil Nadu,188241,Samples Sent,4829,182541,871,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-06.05.2020.pdf,,2.57%,2.49,2487,,,,
07/05/2020,Tamil Nadu,202436,Samples Sent,5409,195831,1196,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/05/Media-Bulletin-07-05-20-COVID-19-6-PM.pdf,,2.67%,2.67,2674,,,,
08/05/2020,Tamil Nadu,216416,Samples Sent,6009,209495,912,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-08.05.2020.pdf,,2.78%,2.86,2859,,,,
09/05/2020,Tamil Nadu,229670,Samples Sent,6535,222576,559,,Government,,,,,,,https://t.me/indiacovid/4383,,2.85%,3.03,3034,,,,
10/05/2020,Tamil Nadu,243037,Samples Sent,7204,235157,676,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10.05.2020.pdf,https://t.me/indiacovid/4453,2.96%,3.21,3211,,,,
11/05/2020,Tamil Nadu,254899,Samples Sent,8002,245562,1335,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.05.2020_1.pdf,,3.14%,3.37,3367,,,,
12/05/2020,Tamil Nadu,266687,Samples Sent,8718,256720,1249,,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.05.2020-23-Pages-English-584-KB.pdf,,3.27%,3.52,3523,,,,
19/04/2020,Telangana,14962,Samples Collected,858,14104,768,,,,,,,,,https://t.me/indiacovid/2688?single,,5.73%,0.40,402,37220000,,,
28/04/2020,Telangana,19063,Tested,1009,,,,,,,,,,,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,,5.29%,0.51,512,,,,
29/04/2020,Telangana,19278,Tested,1016,,,,,,,,,,,http://124.124.103.93/COVID/home.htm,https://covid19.telangana.gov.in/,5.27%,0.52,518,,,,
11/04/2020,Tripura,337,Tested,2,335,,,,,,,,,,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,,0.59%,0.08,84,3992000,,,
15/04/2020,Tripura,738,Tested,2,,,,,,,,,,,https://www.facebook.com/bjpbiplab/posts/2424173307684330,,0.27%,0.18,185,,,,
16/04/2020,Tripura,762,Tested,2,760,,,,,,,,,,https://t.me/indiacovid/2466,,0.26%,0.19,191,,,,
21/04/2020,Tripura,2604,Tested,2,2602,,,,,,,,,,https://t.me/indiacovid/2898?single,,0.08%,0.65,652,,,,
22/04/2020,Tripura,3215,Tested,2,3123,,,,,,,,,,https://t.me/indiacovid/2983?single,,0.06%,0.81,805,,,,
01/05/2020,Tripura,4828,Tested,3,4825,,,,,,,,,,https://tripura.gov.in/covid-test,,0.06%,1.21,1209,,,,
02/05/2050,Tripura,4955,Tested,5,4950,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,0.10%,1.24,1241,,,,
03/05/2020,Tripura,5162,Tested,5,5157,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,0.10%,1.29,1293,,,,
04/05/2020,Tripura,5394,Tested,17,5377,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,0.32%,1.35,1351,,,,
05/05/2020,Tripura,5850,Tested,30,5820,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,0.51%,1.47,1465,,,,
06/05/2020,Tripura,6228,Tested,43,6185,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,0.69%,1.56,1560,,,,
07/05/2020,Tripura,6917,Tested,89,6828,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.29%,1.73,1733,,,,
08/05/2020,Tripura,7448,Tested,89,7359,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.19%,1.87,1866,,,,
09/05/2020,Tripura,8340,Tested,119,8221,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.43%,2.09,2089,,,,
10/05/2020,Tripura,9091,Tested,136,8955,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.50%,2.28,2277,,,,
11/05/2020,Tripura,9596,Tested,154,9442,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.60%,2.40,2404,,,,
12/05/2020,Tripura,10344,Tested,155,10189,,,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,1.50%,2.59,2591,,,,
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,181,,,,,,,,,WA circular :/,,5.29%,0.02,23,224979000,,,
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,179,3927,Institutional,,,,,,,,,5.29%,0.02,23,,,,
09/04/2020,Uttar Pradesh,8402,Samples Sent,410,7898,94,8671,Institutional,,,,,,,https://t.me/c/1428198946/1789,,4.88%,0.04,37,,,,
10/04/2020,Uttar Pradesh,9332,Samples Sent,433,8798,101,8771,Institutional,,,,,,,https://t.me/c/1428198946/1831,,4.64%,0.04,41,,,,
11/04/2020,Uttar Pradesh,10595,Samples Sent,452,10012,131,8084,Institutional,,,,,,,https://t.me/c/1428198946/1882,,4.27%,0.05,47,,,,
12/04/2020,Uttar Pradesh,11855,Samples Sent,483,11250,122,8836,Institutional,,,,,,,https://t.me/indiacovid/2132,,4.07%,0.05,53,,,,
13/04/2020,Uttar Pradesh,13287,Samples Sent,558,12542,177,9274,Institutional,,,,,,,https://t.me/indiacovid/2199,,4.20%,0.06,59,,,,
14/04/2020,Uttar Pradesh,15914,Samples Sent,660,15134,120,10661,Institutional,,,,,,,https://t.me/indiacovid/2294?single,,4.15%,0.07,71,,,,
15/04/2020,Uttar Pradesh,19506,Samples Sent,727,18595,184,10952,Institutional,,,,,,,https://t.me/indiacovid/2356,,3.73%,0.09,87,,,,
16/04/2020,Uttar Pradesh,21384,Samples Sent,805,20374,205,,,,,,,,,https://t.me/indiacovid/2448,,3.76%,0.10,95,,,,
